asm_accession	organism	taxid	bioproject	biosample	strain	asm_seq_tech	n_chromosomes	true_size	asm_coverage	platform	checkm_completeness	checkm_contamination	checkm_completeness_percentile	release_date	library_selection	library_source	library_strategy	run	estimate	method	relative_size	relative_error	cpu_time	memory_mb	stats_num_seqs	stats_sum_len	stats_avg_len	stats_median_len	avg_qual
GCF_027915295.1	Pseudomonas tohonis	2725477	PRJNA922444	SAMN32653075	Q4-3	Illumina;ONT	1	6541745	600.0	OXFORD_NANOPORE	99.36	0.72	100.0	2023-01-18	RANDOM	GENOMIC	WGS	SRR23033285	6212416.0	genomescope	0.9496573162053855	-5.034268379461444	47.45	8288.04	119530.0	1000012198.0	8366.2	6328.5	10.06
GCF_027915295.1	Pseudomonas tohonis	2725477	PRJNA922444	SAMN32653075	Q4-3	Illumina;ONT	1	6541745	600.0	OXFORD_NANOPORE	99.36	0.72	100.0	2023-01-18	RANDOM	GENOMIC	WGS	SRR23033285	6419785.0	raven	0.9813566563661531	-1.8643343633846934	329.16	9218.97	119530.0	1000012198.0	8366.2	6328.5	10.06
GCF_014268275.3	Pseudomonas tritici	2745518	PRJNA639797	SAMN15248358	SWRI145	Illumina;ONT	1	6240195	304.0	OXFORD_NANOPORE	100.0	0.51	100.0	2021-07-12	RANDOM	GENOMIC	WGS	SRR14766841	6752119.0	lrge-ava	1.0820365389222613	8.203653892226125	75.08	1606.81	179525.0	855562119.0	4765.7	3255.0	12.86
GCF_014268275.3	Pseudomonas tritici	2745518	PRJNA639797	SAMN15248358	SWRI145	Illumina;ONT	1	6240195	304.0	OXFORD_NANOPORE	100.0	0.51	100.0	2021-07-12	RANDOM	GENOMIC	WGS	SRR14766841	6791726.0	lrge-2set	1.0883836162171214	8.838361621712142	16.0	557.52	179525.0	855562119.0	4765.7	3255.0	12.86
GCF_014268275.3	Pseudomonas tritici	2745518	PRJNA639797	SAMN15248358	SWRI145	Illumina;ONT	1	6240195	304.0	OXFORD_NANOPORE	100.0	0.51	100.0	2021-07-12	RANDOM	GENOMIC	WGS	SRR14766841	8353120.0	mash	1.3385991944162001	33.859919441620015	45.2	1618.21	179525.0	855562119.0	4765.7	3255.0	12.86
GCF_014268275.3	Pseudomonas tritici	2745518	PRJNA639797	SAMN15248358	SWRI145	Illumina;ONT	1	6240195	304.0	OXFORD_NANOPORE	100.0	0.51	100.0	2021-07-12	RANDOM	GENOMIC	WGS	SRR14766841	6131752.0	genomescope	0.9826218571695275	-1.7378142830472443	48.94	3895.45	179525.0	855562119.0	4765.7	3255.0	12.86
GCF_014268275.3	Pseudomonas tritici	2745518	PRJNA639797	SAMN15248358	SWRI145	Illumina;ONT	1	6240195	304.0	OXFORD_NANOPORE	100.0	0.51	100.0	2021-07-12	RANDOM	GENOMIC	WGS	SRR14766841	7676383.0	raven	1.2301511411101735	23.015114111017365	256.17	9027.64	179525.0	855562119.0	4765.7	3255.0	12.86
GCF_014268755.2	Pseudomonas vanderleydeniana	2745495	PRJNA639797	SAMN15248333	RW8P3	Illumina;ONT	1	7026924	477.0	OXFORD_NANOPORE	99.96	0.86	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766797	9371468.0	lrge-ava	1.3336515379987033	33.36515379987033	73.44	2198.38	133571.0	1000021017.0	7486.8	5280.0	10.47
GCF_014268755.2	Pseudomonas vanderleydeniana	2745495	PRJNA639797	SAMN15248333	RW8P3	Illumina;ONT	1	7026924	477.0	OXFORD_NANOPORE	99.96	0.86	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766797	9279610.0	lrge-2set	1.3205792463387964	32.05792463387963	17.09	932.66	133571.0	1000021017.0	7486.8	5280.0	10.47
GCF_014268755.2	Pseudomonas vanderleydeniana	2745495	PRJNA639797	SAMN15248333	RW8P3	Illumina;ONT	1	7026924	477.0	OXFORD_NANOPORE	99.96	0.86	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766797	12699400.0	mash	1.807248804740168	80.72488047401679	74.69	3256.3	133571.0	1000021017.0	7486.8	5280.0	10.47
GCF_014268755.2	Pseudomonas vanderleydeniana	2745495	PRJNA639797	SAMN15248333	RW8P3	Illumina;ONT	1	7026924	477.0	OXFORD_NANOPORE	99.96	0.86	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766797	9784163.0	genomescope	1.3923820721556117	39.238207215561175	47.24	4668.79	133571.0	1000021017.0	7486.8	5280.0	10.47
GCF_014268755.2	Pseudomonas vanderleydeniana	2745495	PRJNA639797	SAMN15248333	RW8P3	Illumina;ONT	1	7026924	477.0	OXFORD_NANOPORE	99.96	0.86	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766797	12106249.0	raven	1.7228376171422943	72.28376171422944	280.86	8518.45	133571.0	1000021017.0	7486.8	5280.0	10.47
GCF_002028325.1	Pseudomonas veronii	76761	PRJNA355625	SAMN06076152	R02	PacBio	1	6852809	60.0	PACBIO_SMRT	100.0	1.6	100.0	2017-03-15	size fractionation	GENOMIC	WGS	SRR5066061	11867564.0	lrge-ava	1.7317809382984408	73.17809382984409	19.46	3038.88	62246.0	623407195.0	10015.2	8587.0	7.45
GCF_002028325.1	Pseudomonas veronii	76761	PRJNA355625	SAMN06076152	R02	PacBio	1	6852809	60.0	PACBIO_SMRT	100.0	1.6	100.0	2017-03-15	size fractionation	GENOMIC	WGS	SRR5066061	11992145.0	lrge-2set	1.7499604906542703	74.99604906542704	19.8	1273.65	62246.0	623407195.0	10015.2	8587.0	7.45
GCF_002028325.1	Pseudomonas veronii	76761	PRJNA355625	SAMN06076152	R02	PacBio	1	6852809	60.0	PACBIO_SMRT	100.0	1.6	100.0	2017-03-15	size fractionation	GENOMIC	WGS	SRR5066061	2745470.0	mash	0.4006342508597569	-59.93657491402431	254.62	10527.34	62246.0	623407195.0	10015.2	8587.0	7.45
GCF_002028325.1	Pseudomonas veronii	76761	PRJNA355625	SAMN06076152	R02	PacBio	1	6852809	60.0	PACBIO_SMRT	100.0	1.6	100.0	2017-03-15	size fractionation	GENOMIC	WGS	SRR5066061	97381.0	genomescope	0.014210377087702284	-98.57896229122977	18.55	1676.98	62246.0	623407195.0	10015.2	8587.0	7.45
GCF_002028325.1	Pseudomonas veronii	76761	PRJNA355625	SAMN06076152	R02	PacBio	1	6852809	60.0	PACBIO_SMRT	100.0	1.6	100.0	2017-03-15	size fractionation	GENOMIC	WGS	SRR5066061	7043590.0	raven	1.027839824515757	2.783982451575697	74.56	7056.08	62246.0	623407195.0	10015.2	8587.0	7.45
GCF_021233455.1	Pseudomonas veronii	76761	PRJNA788353	SAMN23966549	G2	PacBio	4	6970036	409.0	PACBIO_SMRT	100.0	2.19	100.0	2021-12-20	RANDOM	GENOMIC	WGS	SRR18476736	12355240.0	lrge-ava	1.7726221213204638	77.26221213204639	19.39	868.96	372592.0	1000003370.0	2683.9	2435.0	0.0
GCF_021233455.1	Pseudomonas veronii	76761	PRJNA788353	SAMN23966549	G2	PacBio	4	6970036	409.0	PACBIO_SMRT	100.0	2.19	100.0	2021-12-20	RANDOM	GENOMIC	WGS	SRR18476736	12273392.0	lrge-2set	1.7608792838372713	76.08792838372715	9.51	421.66	372592.0	1000003370.0	2683.9	2435.0	0.0
GCF_021233455.1	Pseudomonas veronii	76761	PRJNA788353	SAMN23966549	G2	PacBio	4	6970036	409.0	PACBIO_SMRT	100.0	2.19	100.0	2021-12-20	RANDOM	GENOMIC	WGS	SRR18476736	6187660.0	mash	0.8877515123307828	-11.22484876692172	194.6	5535.86	372592.0	1000003370.0	2683.9	2435.0	0.0
GCF_021233455.1	Pseudomonas veronii	76761	PRJNA788353	SAMN23966549	G2	PacBio	4	6970036	409.0	PACBIO_SMRT	100.0	2.19	100.0	2021-12-20	RANDOM	GENOMIC	WGS	SRR18476736	6471126.0	genomescope	0.92842074273361	-7.157925726639001	51.23	5495.8	372592.0	1000003370.0	2683.9	2435.0	0.0
GCF_021233455.1	Pseudomonas veronii	76761	PRJNA788353	SAMN23966549	G2	PacBio	4	6970036	409.0	PACBIO_SMRT	100.0	2.19	100.0	2021-12-20	RANDOM	GENOMIC	WGS	SRR18476736	7201068.0	raven	1.0331464572062468	3.3146457206246858	187.93	10392.25	372592.0	1000003370.0	2683.9	2435.0	0.0
GCF_024749185.1	Pseudomonas wadenswilerensis	1785161	PRJNA779451	SAMN23038779	B21-022	PacBio	1	5827164	159.0	PACBIO_SMRT	100.0	0.59	100.0	2022-08-26	size fractionation	GENOMIC	WGS	SRR16962373	7255092.0	lrge-ava	1.2450468186582702	24.504681865827013	21.69	1984.31	162829.0	992789535.0	6097.1	4562.0	0.0
GCF_024749185.1	Pseudomonas wadenswilerensis	1785161	PRJNA779451	SAMN23038779	B21-022	PacBio	1	5827164	159.0	PACBIO_SMRT	100.0	0.59	100.0	2022-08-26	size fractionation	GENOMIC	WGS	SRR16962373	7333132.0	lrge-2set	1.25843926822722	25.843926822721997	12.11	855.5	162829.0	992789535.0	6097.1	4562.0	0.0
GCF_024749185.1	Pseudomonas wadenswilerensis	1785161	PRJNA779451	SAMN23038779	B21-022	PacBio	1	5827164	159.0	PACBIO_SMRT	100.0	0.59	100.0	2022-08-26	size fractionation	GENOMIC	WGS	SRR16962373	5868960.0	mash	1.0071726143283422	0.7172614328342226	164.77	5296.66	162829.0	992789535.0	6097.1	4562.0	0.0
GCF_024749185.1	Pseudomonas wadenswilerensis	1785161	PRJNA779451	SAMN23038779	B21-022	PacBio	1	5827164	159.0	PACBIO_SMRT	100.0	0.59	100.0	2022-08-26	size fractionation	GENOMIC	WGS	SRR16962373	6307980.0	genomescope	1.0825128656066656	8.25128656066656	50.49	5409.91	162829.0	992789535.0	6097.1	4562.0	0.0
GCF_024749185.1	Pseudomonas wadenswilerensis	1785161	PRJNA779451	SAMN23038779	B21-022	PacBio	1	5827164	159.0	PACBIO_SMRT	100.0	0.59	100.0	2022-08-26	size fractionation	GENOMIC	WGS	SRR16962373	5969984.0	raven	1.0245093496596287	2.4509349659628596	138.86	10447.09	162829.0	992789535.0	6097.1	4562.0	0.0
GCF_014268885.2	Pseudomonas xantholysinigenes	2745490	PRJNA639797	SAMN15248328	RW9S1A	Illumina;ONT	1	5607668	205.0	OXFORD_NANOPORE	99.68	0.11	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766796	5672515.0	lrge-ava	1.011563987026336	1.156398702633608	26.39	1457.91	57887.0	241610024.0	4173.8	3019.0	10.45
GCF_014268885.2	Pseudomonas xantholysinigenes	2745490	PRJNA639797	SAMN15248328	RW9S1A	Illumina;ONT	1	5607668	205.0	OXFORD_NANOPORE	99.68	0.11	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766796	5684268.0	lrge-2set	1.0136598671675998	1.3659867167599795	12.78	488.36	57887.0	241610024.0	4173.8	3019.0	10.45
GCF_014268885.2	Pseudomonas xantholysinigenes	2745490	PRJNA639797	SAMN15248328	RW9S1A	Illumina;ONT	1	5607668	205.0	OXFORD_NANOPORE	99.68	0.11	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766796	4520470.0	mash	0.8061229730433399	-19.387702695666007	45.21	1443.85	57887.0	241610024.0	4173.8	3019.0	10.45
GCF_014268885.2	Pseudomonas xantholysinigenes	2745490	PRJNA639797	SAMN15248328	RW9S1A	Illumina;ONT	1	5607668	205.0	OXFORD_NANOPORE	99.68	0.11	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766796	4449598.0	genomescope	0.7934845643501006	-20.65154356498994	20.84	1113.25	57887.0	241610024.0	4173.8	3019.0	10.45
GCF_014268885.2	Pseudomonas xantholysinigenes	2745490	PRJNA639797	SAMN15248328	RW9S1A	Illumina;ONT	1	5607668	205.0	OXFORD_NANOPORE	99.68	0.11	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766796	5501807.0	raven	0.9811220992398266	-1.8877900760173392	25.21	2307.96	57887.0	241610024.0	4173.8	3019.0	10.45
GCF_019139835.1	Pseudomonas xanthosomatis	2842356	PRJNA639797	SAMN19473672	COR54	Illumina;ONT	1	5987104	264.0	OXFORD_NANOPORE	99.68	0.32	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766813	5803126.0	lrge-ava	0.9692709530350567	-3.072904696494332	75.78	1905.75	130335.0	889442278.0	6824.3	4800.0	10.47
GCF_019139835.1	Pseudomonas xanthosomatis	2842356	PRJNA639797	SAMN19473672	COR54	Illumina;ONT	1	5987104	264.0	OXFORD_NANOPORE	99.68	0.32	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766813	5834992.0	lrge-2set	0.9745933927321122	-2.540660726788778	18.9	825.35	130335.0	889442278.0	6824.3	4800.0	10.47
GCF_019139835.1	Pseudomonas xanthosomatis	2842356	PRJNA639797	SAMN19473672	COR54	Illumina;ONT	1	5987104	264.0	OXFORD_NANOPORE	99.68	0.32	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766813	8404290.0	mash	1.4037320881681694	40.37320881681695	44.7	1430.19	130335.0	889442278.0	6824.3	4800.0	10.47
GCF_019139835.1	Pseudomonas xanthosomatis	2842356	PRJNA639797	SAMN19473672	COR54	Illumina;ONT	1	5987104	264.0	OXFORD_NANOPORE	99.68	0.32	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766813	5773932.0	genomescope	0.9643948059028205	-3.5605194097179536	47.64	4396.55	130335.0	889442278.0	6824.3	4800.0	10.47
GCF_019139835.1	Pseudomonas xanthosomatis	2842356	PRJNA639797	SAMN19473672	COR54	Illumina;ONT	1	5987104	264.0	OXFORD_NANOPORE	99.68	0.32	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766813	5870659.0	raven	0.9805506969646761	-1.9449303035323922	253.82	8337.82	130335.0	889442278.0	6824.3	4800.0	10.47
GCF_014268485.2	Pseudomonas zeae	2745510	PRJNA639797	SAMN15248348	OE 48.2	Illumina;ONT	1	6630739	359.0	OXFORD_NANOPORE	99.62	0.08	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766806	6657090.0	lrge-ava	1.0039740668423234	0.39740668423233066	95.4	1705.61	161430.0	1000014231.0	6194.7	4345.0	10.28
GCF_014268485.2	Pseudomonas zeae	2745510	PRJNA639797	SAMN15248348	OE 48.2	Illumina;ONT	1	6630739	359.0	OXFORD_NANOPORE	99.62	0.08	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766806	6633897.0	lrge-2set	1.0004762666725384	0.04762666725383099	16.4	727.54	161430.0	1000014231.0	6194.7	4345.0	10.28
GCF_014268485.2	Pseudomonas zeae	2745510	PRJNA639797	SAMN15248348	OE 48.2	Illumina;ONT	1	6630739	359.0	OXFORD_NANOPORE	99.62	0.08	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766806	8613900.0	mash	1.2990859691506482	29.908596915064823	45.28	1570.19	161430.0	1000014231.0	6194.7	4345.0	10.28
GCF_014268485.2	Pseudomonas zeae	2745510	PRJNA639797	SAMN15248348	OE 48.2	Illumina;ONT	1	6630739	359.0	OXFORD_NANOPORE	99.62	0.08	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766806	6362010.0	genomescope	0.9594722398212326	-4.052776017876741	47.93	4579.94	161430.0	1000014231.0	6194.7	4345.0	10.28
GCF_014268485.2	Pseudomonas zeae	2745510	PRJNA639797	SAMN15248348	OE 48.2	Illumina;ONT	1	6630739	359.0	OXFORD_NANOPORE	99.62	0.08	100.0	2021-07-06	RANDOM	GENOMIC	WGS	SRR14766806	6563020.0	raven	0.9897871112103794	-1.0212888789620584	251.43	10533.04	161430.0	1000014231.0	6194.7	4345.0	10.28
GCF_020905675.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369598	TT37-74	ONT	11	5032027	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074269	4630781.0	lrge-ava	0.9202615566251929	-7.973844337480701	849.65	6241.09	49548.0	1000052342.0	20183.5	18555.0	10.66
GCF_020905675.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369598	TT37-74	ONT	11	5032027	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074269	4607410.0	lrge-2set	0.9156171061880233	-8.438289381197677	133.48	2380.9	49548.0	1000052342.0	20183.5	18555.0	10.66
GCF_020905675.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369598	TT37-74	ONT	11	5032027	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074269	7082240.0	mash	1.4074328297523047	40.74328297523046	45.08	1355.58	49548.0	1000052342.0	20183.5	18555.0	10.66
GCF_020905675.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369598	TT37-74	ONT	11	5032027	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074269	4072201.0	genomescope	0.8092565878521717	-19.07434121478283	47.61	8137.25	49548.0	1000052342.0	20183.5	18555.0	10.66
GCF_020905675.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369598	TT37-74	ONT	11	5032027	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074269	5089635.0	raven	1.0114482692561069	1.1448269256106933	313.17	8336.16	49548.0	1000052342.0	20183.5	18555.0	10.66
GCF_020905795.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369539	TC12-52	ONT	8	5022038	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074245	4841079.0	lrge-ava	0.9639670189672002	-3.603298103279983	733.5	6109.48	50540.0	1000048768.0	19787.3	18025.0	10.57
GCF_020905795.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369539	TC12-52	ONT	8	5022038	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074245	4837938.0	lrge-2set	0.9633415756710721	-3.6658424328927817	134.34	2205.21	50540.0	1000048768.0	19787.3	18025.0	10.57
GCF_020905795.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369539	TC12-52	ONT	8	5022038	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074245	6986760.0	mash	1.3912200584702863	39.12200584702863	45.2	1378.76	50540.0	1000048768.0	19787.3	18025.0	10.57
GCF_020905795.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369539	TC12-52	ONT	8	5022038	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074245	4514091.0	genomescope	0.8988564005290283	-10.114359947097174	48.25	4391.73	50540.0	1000048768.0	19787.3	18025.0	10.57
GCF_020905795.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369539	TC12-52	ONT	8	5022038	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074245	5228824.0	raven	1.0411757139233115	4.117571392331161	392.69	8512.36	50540.0	1000048768.0	19787.3	18025.0	10.57
GCF_020905855.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369536	TC12-31	ONT	8	5021930	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074247	4895279.0	lrge-ava	0.9747804131081078	-2.521958689189216	550.32	6703.25	46915.0	963482362.0	20536.8	19281.0	9.43
GCF_020905855.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369536	TC12-31	ONT	8	5021930	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074247	4872966.0	lrge-2set	0.9703373005995702	-2.9662699400429715	74.77	2759.32	46915.0	963482362.0	20536.8	19281.0	9.43
GCF_020905855.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369536	TC12-31	ONT	8	5021930	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074247	7675870.0	mash	1.5284701300097772	52.84701300097772	74.79	2962.82	46915.0	963482362.0	20536.8	19281.0	9.43
GCF_020905855.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369536	TC12-31	ONT	8	5021930	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074247	4539937.0	genomescope	0.9040223579380836	-9.597764206191643	46.05	7869.72	46915.0	963482362.0	20536.8	19281.0	9.43
GCF_020905855.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369536	TC12-31	ONT	8	5021930	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074247	5053938.0	raven	1.006373645192187	0.6373645192187067	194.45	8619.21	46915.0	963482362.0	20536.8	19281.0	9.43
GCF_020905915.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369543	SC33-17	ONT	8	5003442	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074235	4630019.0	lrge-ava	0.9253667775103619	-7.463322248963814	907.93	6198.02	49324.0	1000006804.0	20274.2	18693.0	10.63
GCF_020905915.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369543	SC33-17	ONT	8	5003442	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074235	4606548.0	lrge-2set	0.9206758067746164	-7.932419322538364	131.87	2435.91	49324.0	1000006804.0	20274.2	18693.0	10.63
GCF_020905915.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369543	SC33-17	ONT	8	5003442	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074235	7041570.0	mash	1.4073451835756265	40.734518357562656	44.9	1768.2	49324.0	1000006804.0	20274.2	18693.0	10.63
GCF_020905915.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369543	SC33-17	ONT	8	5003442	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074235	4167152.0	genomescope	0.8328570611990705	-16.714293880092946	46.16	8139.16	49324.0	1000006804.0	20274.2	18693.0	10.63
GCF_020905915.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369543	SC33-17	ONT	8	5003442	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074235	5001176.0	raven	0.9995471117682587	-0.045288823174126934	255.61	8378.11	49324.0	1000006804.0	20274.2	18693.0	10.63
GCF_020906015.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369529	SC1-35	ONT	8	4922671	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074258	5100532.0	lrge-ava	1.0361309947384256	3.613099473842554	193.79	3182.82	99999.0	1000002885.0	10000.1	5931.0	10.61
GCF_020906015.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369529	SC1-35	ONT	8	4922671	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074258	5111306.0	lrge-2set	1.0383196439493925	3.8319643949392517	16.15	966.03	99999.0	1000002885.0	10000.1	5931.0	10.61
GCF_020906015.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369529	SC1-35	ONT	8	4922671	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074258	6969610.0	mash	1.4158187699320146	41.581876993201455	44.67	1362.08	99999.0	1000002885.0	10000.1	5931.0	10.61
GCF_020906015.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369529	SC1-35	ONT	8	4922671	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074258	4549713.0	genomescope	0.924236659325801	-7.576334067419903	47.43	8140.25	99999.0	1000002885.0	10000.1	5931.0	10.61
GCF_020906015.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369529	SC1-35	ONT	8	4922671	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074258	5098724.0	raven	1.0357637144550185	3.576371445501842	255.05	9494.47	99999.0	1000002885.0	10000.1	5931.0	10.61
GCF_020906095.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369524	SC1-29	ONT	9	4762339	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074264	4637388.0	lrge-ava	0.9737626825809754	-2.6237317419024557	786.72	5636.02	54599.0	1000015926.0	18315.6	16891.0	10.96
GCF_020906095.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369524	SC1-29	ONT	9	4762339	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074264	4595088.0	lrge-2set	0.9648804925478845	-3.511950745211544	133.12	1851.25	54599.0	1000015926.0	18315.6	16891.0	10.96
GCF_020906095.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369524	SC1-29	ONT	9	4762339	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074264	6991560.0	mash	1.4680937245332597	46.809372453325985	44.91	785.21	54599.0	1000015926.0	18315.6	16891.0	10.96
GCF_020906095.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369524	SC1-29	ONT	9	4762339	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074264	4095106.0	genomescope	0.8598938462801577	-14.010615371984228	47.22	4181.86	54599.0	1000015926.0	18315.6	16891.0	10.96
GCF_020906095.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369524	SC1-29	ONT	9	4762339	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074264	4906571.0	raven	1.0302859582234696	3.02859582234696	312.57	8499.85	54599.0	1000015926.0	18315.6	16891.0	10.96
GCF_020906115.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369523	SC1-28	ONT	7	4796539	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074265	4547676.0	lrge-ava	0.9481161312354596	-5.188386876454043	908.29	5700.32	53202.0	1000006292.0	18796.4	16323.5	10.96
GCF_020906115.1	Pseudosulfitobacter pseudonitzschiae	1402135	PRJNA764816	SAMN17369523	SC1-28	ONT	7	4796539	500.0	OXFORD_NANOPORE	99.34	0.08	100.0	2021-11-21	RANDOM	GENOMIC	WGA	SRR16074265	4571649.0	lrge-2set	0.9531141099863881	-4.68858900136119	135.18	1953.0	53202.0	1000006292.0	18796.4	16323.5	10.96
