GCF_026547185.1	Staphylococcus aureus	1280	PRJNA831673	SAMN27760537	ASM2654718v1	98.9	99.76692	1.22
GCF_026625205.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523629	ASM2662520v1	98.81	87.54773	0.39
GCF_026625225.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523630	ASM2662522v1	98.72	79.87602	0.39
GCF_026625245.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523631	ASM2662524v1	98.81	87.54773	0.39
GCF_026625265.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523632	ASM2662526v1	98.81	87.54773	0.39
GCF_026625285.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523633	ASM2662528v1	98.4	53.86065	0.64
GCF_026625305.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523634	ASM2662530v1	98.51	61.294323	0.41
GCF_026625325.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523635	ASM2662532v1	97.9	25.22688	0.88
GCF_026625345.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523636	ASM2662534v1	97.99	34.336723	0.39
GCF_026625365.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523637	ASM2662536v1	98.58	67.294815	0.39
GCF_026625385.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523638	ASM2662538v1	98.71	78.522194	0.58
GCF_026625405.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523639	ASM2662540v1	97.57	14.267295	0.42
GCF_026625445.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523641	ASM2662544v1	97.93	26.650137	0.39
GCF_026625465.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523642	ASM2662546v1	97.87	23.972229	0.39
GCF_026625485.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523643	ASM2662548v1	98.78	84.81032	0.39
GCF_026625505.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523644	ASM2662550v1	97.83	21.254648	0.59
GCF_026625525.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523646	ASM2662552v1	97.98	29.114803	0.67
GCF_026625545.1	Staphylococcus aureus	1280	PRJNA895753	SAMN31523648	ASM2662554v1	97.95	27.517977	0.39
GCF_026625925.1	Staphylococcus aureus	1280	PRJNA903851	SAMN31815270	ASM2662592v1	96.99	7.3791223	0.68
GCF_026636215.1	Staphylococcus aureus	1280	PRJNA903852	SAMN31815319	ASM2663621v1	97.68	16.245972	0.62
GCF_027920385.1	Staphylococcus aureus	1280	PRJNA914892	SAMN32538168	ASM2792038v1	98.18	41.2001	0.39
GCF_027942255.1	Staphylococcus aureus	1280	PRJNA831318	SAMN27752663	ASM2794225v1	98.38	52.913464	1.02
GCF_027942275.1	Staphylococcus aureus	1280	PRJNA831318	SAMN27752664	ASM2794227v1	98.38	52.913464	0.43
GCF_027943905.1	Staphylococcus aureus	1280	PRJDB10779	SAMD00260231	ASM2794390v1	98.07	36.761715	0.67
GCF_027943925.1	Staphylococcus aureus	1280	PRJDB10779	SAMD00260312	ASM2794392v1	98.8	86.37243	0.62
GCF_028596045.1	Staphylococcus aureus	1280	PRJNA288601	SAMN32885235	ASM2859604v1	97.93	26.650137	0.39
GCF_028596145.1	Staphylococcus aureus	1280	PRJNA929966	SAMN32977648	ASM2859614v1	98.87	98.566826	0.39
GCF_028596165.1	Staphylococcus aureus	1280	PRJNA929966	SAMN32977647	ASM2859616v1	98.81	87.54773	0.54
GCF_028596245.1	Staphylococcus aureus	1280	PRJNA929966	SAMN32977650	ASM2859624v1	98.45	57.22787	0.62
GCF_028743615.1	Staphylococcus aureus	1280	PRJNA933703	SAMN33246705	ASM2874361v1	98.28	48.341187	0.39
GCF_029011215.1	Staphylococcus aureus	1280	PRJNA934404	SAMN33275458	ASM2901121v1	98.74	80.85297	0.39
GCF_029094145.1	Staphylococcus aureus	1280	PRJNA541975	SAMN33425966	ASM2909414v1	97.71	17.312174	1.05
GCF_029094305.1	Staphylococcus aureus	1280	PRJNA541975	SAMN33425965	ASM2909430v1	98.36	51.708405	0.41
GCF_029167685.1	Staphylococcus aureus	1280	PRJNA793117	SAMN24529927	ASM2916768v1	97.29	9.695016	0.48
GCF_029167705.1	Staphylococcus aureus	1280	PRJNA793117	SAMN24529930	ASM2916770v1	97.29	9.695016	0.41
GCF_029204095.1	Staphylococcus aureus	1280	PRJNA940516	SAMN33573402	ASM2920409v1	98.37	52.35309	0.44
GCF_029204125.1	Staphylococcus aureus	1280	PRJNA940516	SAMN33573403	ASM2920412v1	98.27	46.050087	0.61
GCF_029204145.1	Staphylococcus aureus	1280	PRJNA940516	SAMN33573404	ASM2920414v1	98.43	55.888916	0.92
GCF_029204165.1	Staphylococcus aureus	1280	PRJNA940516	SAMN33573405	ASM2920416v1	98.43	55.888916	0.8
GCF_029278505.1	Staphylococcus aureus	1280	PRJNA940516	SAMN33695180	ASM2927850v1	97.85	23.030003	0.61
GCF_029625375.1	Staphylococcus aureus	1280	PRJNA949857	SAMN33961605	ASM2962537v1	97.49	13.1862135	0.39
GCF_029634715.1	Staphylococcus aureus	1280	PRJNA821261	SAMN27064693	ASM2963471v1	97.99	34.336723	0.78
GCF_029634735.1	Staphylococcus aureus	1280	PRJNA821261	SAMN27064692	ASM2963473v1	98.02	35.145054	0.73
GCF_029634765.1	Staphylococcus aureus	1280	PRJNA821261	SAMN27064691	ASM2963476v1	97.96	28.1577	0.78
GCF_029634785.1	Staphylococcus aureus	1280	PRJNA821261	SAMN27064690	ASM2963478v1	98.02	35.145054	0.78
GCF_029634905.1	Staphylococcus aureus	1280	PRJNA821261	SAMN27064689	ASM2963490v1	97.4	11.5249195	0.78
GCF_029635105.1	Staphylococcus aureus	1280	PRJNA821261	SAMN27064688	ASM2963510v1	98.28	48.341187	0.39
GCF_030014065.1	Staphylococcus aureus	1280	PRJNA937407	SAMN33407033	ASM3001406v1	98.57	66.85346	0.54
GCF_030014085.1	Staphylococcus aureus	1280	PRJNA937407	SAMN33407032	ASM3001408v1	98.57	66.85346	0.54
GCF_030015595.1	Staphylococcus aureus	1280	PRJNA937407	SAMN33407030	ASM3001559v1	98.4	53.86065	0.54
GCF_030063965.1	Staphylococcus aureus	1280	PRJNA971005	SAMN35018953	ASM3006396v1	98.29	48.772625	0.43
GCF_030063985.1	Staphylococcus aureus	1280	PRJNA971005	SAMN35018952	ASM3006398v1	98.22	43.144062	0.39
GCF_030064005.1	Staphylococcus aureus	1280	PRJNA971005	SAMN35018951	ASM3006400v1	97.54	13.870568	0.62
GCF_030064025.1	Staphylococcus aureus	1280	PRJNA971005	SAMN35018950	ASM3006402v1	98.87	98.566826	0.39
GCF_030064045.1	Staphylococcus aureus	1280	PRJNA971005	SAMN35018949	ASM3006404v1	97.86	23.198612	0.75
GCF_030168515.1	Staphylococcus aureus	1280	PRJNA834886	SAMN30089067	ASM3016851v1	97.84	22.320852	0.98
GCF_030219425.1	Staphylococcus aureus	1280	PRJNA977619	SAMN35528881	ASM3021942v1	97.15	8.286635	0.93
GCF_030219445.1	Staphylococcus aureus	1280	PRJNA977619	SAMN35529170	ASM3021944v1	97.25	9.07513	0.93
GCF_030252695.1	Staphylococcus aureus	1280	PRJNA978032	SAMN35540730	ASM3025269v1	98.23	44.537563	0.58
GCF_030252735.1	Staphylococcus aureus	1280	PRJNA978032	SAMN35540728	ASM3025273v1	97.18	8.519712	0.58
GCF_030252755.1	Staphylococcus aureus	1280	PRJNA978032	SAMN35540729	ASM3025275v1	97.96	28.1577	0.58
GCF_030252775.1	Staphylococcus aureus	1280	PRJNA978032	SAMN35540726	ASM3025277v1	98.46	58.199852	0.39
GCF_030345195.1	Staphylococcus aureus	1280	PRJNA983222	SAMN35722691	ASM3034519v1	98.83	91.83238	0.39
GCF_030345215.1	Staphylococcus aureus	1280	PRJNA983222	SAMN35722690	ASM3034521v1	98.83	91.83238	0.39
GCF_030345235.1	Staphylococcus aureus	1280	PRJNA983222	SAMN35722689	ASM3034523v1	98.11	38.48252	0.39
GCF_030435875.1	Staphylococcus aureus	1280	PRJNA498007	SAMN36269246	ASM3043587v1	97	7.438631	0.87
GCF_030643925.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213609	ASM3064392v1	98.68	75.4178	0.39
GCF_030643945.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213608	ASM3064394v1	98.47	58.68088	0.39
GCF_030643965.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213606	ASM3064396v1	98.7	77.49566	0.39
GCF_030643985.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213604	ASM3064398v1	98.7	77.49566	0.39
GCF_030644005.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213602	ASM3064400v1	98.46	58.199852	0.39
GCF_030644025.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213600	ASM3064402v1	98.53	62.568806	0.39
GCF_030644045.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213599	ASM3064404v1	98.53	62.568806	0.39
GCF_030644065.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213598	ASM3064406v1	98.41	54.569798	0.39
GCF_030644085.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213596	ASM3064408v1	98.47	58.68088	0.39
GCF_030644105.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213595	ASM3064410v1	98.54	63.193653	0.39
GCF_030644125.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213594	ASM3064412v1	98.4	53.86065	0.39
GCF_030644145.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213593	ASM3064414v1	98.54	63.193653	0.39
GCF_030644165.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213592	ASM3064416v1	98.54	63.193653	0.39
GCF_030717545.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213611	ASM3071754v1	97.85	23.030003	0.98
GCF_030717565.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213607	ASM3071756v1	98.23	44.537563	0.98
GCF_030717585.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213605	ASM3071758v1	98.7	77.49566	0.98
GCF_030717605.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213603	ASM3071760v1	98.7	77.49566	0.98
GCF_030717625.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213601	ASM3071762v1	98.46	58.199852	0.39
GCF_030717645.1	Staphylococcus aureus	1280	PRJNA956483	SAMN34213597	ASM3071764v1	98.5	60.28267	0.39
GCF_030758795.1	Staphylococcus aureus	1280	PRJNA749299	SAMN36911160	ASM3075879v1	98.08	37.24275	0.39
GCF_030758815.1	Staphylococcus aureus	1280	PRJNA749299	SAMN36911166	ASM3075881v1	98.21	42.856434	0.54
GCF_030758835.1	Staphylococcus aureus	1280	PRJNA749299	SAMN36911164	ASM3075883v1	98.16	40.485992	0.39
GCF_030758855.1	Staphylococcus aureus	1280	PRJNA749299	SAMN36911165	ASM3075885v1	97.94	27.160923	0.34
GCF_030758875.1	Staphylococcus aureus	1280	PRJNA749299	SAMN36911163	ASM3075887v1	98.04	35.86908	0.39
GCF_030758895.1	Staphylococcus aureus	1280	PRJNA749299	SAMN36911161	ASM3075889v1	97.78	19.548723	0.39
GCF_030758915.1	Staphylococcus aureus	1280	PRJNA749299	SAMN36911162	ASM3075891v1	97.98	29.114803	0.39
GCF_031190615.1	Staphylococcus aureus	1280	PRJNA1009786	SAMN37160977	ASM3119061v1	98.87	98.566826	0.39
GCF_031326145.1	Staphylococcus aureus	1280	PRJNA1012534	SAMN37262252	ASM3132614v1	98.65	72.44235	0.39
GCF_031582925.1	Staphylococcus aureus	1280	PRJNA1011016	SAMN37208208	ASM3158292v1	97.61	14.773122	0.39
GCF_031583045.1	Staphylococcus aureus	1280	PRJNA1014244	SAMN37322364	ASM3158304v1	98.78	84.81032	0.98
GCF_031826655.1	Staphylococcus aureus	1280	PRJNA1012016	SAMN37234480	ASM3182665v1	97.76	19.008183	0.67
GCF_031826815.1	Staphylococcus aureus	1280	PRJNA1012016	SAMN37234479	ASM3182681v1	98.62	70.23556	0.39
GCF_031826835.1	Staphylococcus aureus	1280	PRJNA1012016	SAMN37234478	ASM3182683v1	97.76	19.008183	0.39
GCF_031878535.1	Staphylococcus aureus	1280	PRJNA995413	SAMN36942769	ASM3187853v1	98.43	55.888916	0.39
GCF_031879475.1	Staphylococcus aureus	1280	PRJNA995413	SAMN36942925	ASM3187947v1	98.7	77.49566	0.6
GCF_032077755.1	Staphylococcus aureus	1280	PRJNA1018687	SAMN37447445	ASM3207775v1	97.69	16.96008	0.68
GCF_032808505.1	Staphylococcus aureus	1280	PRJNA912391	SAMN37705137	ASM3280850v1	97.92	26.19886	0.39
GCF_032809245.1	Staphylococcus aureus	1280	PRJNA912391	SAMN37705136	ASM3280924v1	97.99	34.336723	0.39
GCF_033061535.1	Staphylococcus aureus	1280	PRJEB59926	SAMEA112648784	ASM3306153v1	97.72	17.525415	0.68
GCF_033798685.1	Staphylococcus aureus	1280	PRJNA1036839	SAMN38153150	ASM3379868v1	95.6	3.228366	0.39
GCF_033798765.1	Staphylococcus aureus	1280	PRJNA1036839	SAMN38153148	ASM3379876v1	97.78	19.548723	0.87
GCF_033798785.1	Staphylococcus aureus	1280	PRJNA1036839	SAMN38153147	ASM3379878v1	97.88	24.309446	0.78
GCF_033802645.2	Staphylococcus aureus	1280	PRJNA781402	SAMN23417368	ASM3380264v2	98.53	62.568806	0.39
GCF_033808255.1	Staphylococcus aureus	1280	PRJNA856415	SAMN18085667	ASM3380825v1	97.79	20.208282	0.39
GCF_034013695.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696768	ASM3401369v1	97.97	28.97099	0.75
GCF_034014015.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696767	ASM3401401v1	97.97	28.97099	0.75
GCF_034014575.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696765	ASM3401457v1	97.97	28.97099	0.75
GCF_034015615.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696764	ASM3401561v1	97.97	28.97099	0.75
GCF_034016595.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696760	ASM3401659v1	97.97	28.97099	0.75
GCF_034017875.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696752	ASM3401787v1	97.97	28.97099	0.75
GCF_034020215.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696749	ASM3402021v1	97.97	28.97099	0.75
GCF_034022875.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696748	ASM3402287v1	97.97	28.97099	0.75
GCF_034023835.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696791	ASM3402383v1	97.97	28.97099	0.75
GCF_034024715.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696807	ASM3402471v1	97.97	28.97099	0.75
GCF_034028035.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696802	ASM3402803v1	97.97	28.97099	0.75
GCF_034028795.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696801	ASM3402879v1	97.97	28.97099	0.75
GCF_034029575.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696800	ASM3402957v1	97.97	28.97099	0.75
GCF_034032775.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696796	ASM3403277v1	97.97	28.97099	0.75
GCF_034033475.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696795	ASM3403347v1	97.97	28.97099	0.75
GCF_034034275.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696793	ASM3403427v1	97.97	28.97099	0.75
GCF_034035055.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696792	ASM3403505v1	97.97	28.97099	0.75
GCF_034035835.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696790	ASM3403583v1	97.97	28.97099	0.75
GCF_034036855.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696789	ASM3403685v1	98.75	82.201836	0.62
GCF_034040575.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696785	ASM3404057v1	97.97	28.97099	0.75
GCF_034041215.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696784	ASM3404121v1	97.97	28.97099	0.75
GCF_034042675.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696779	ASM3404267v1	97.97	28.97099	0.75
GCF_034042695.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696778	ASM3404269v1	97.77	19.320604	0.45
GCF_034042795.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696773	ASM3404279v1	97.97	28.97099	0.75
GCF_034042835.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696771	ASM3404283v1	97.97	28.97099	0.75
GCF_034042875.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696794	ASM3404287v1	97.97	28.97099	0.75
GCF_034042935.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696837	ASM3404293v1	98.73	80.51079	0.39
GCF_034042955.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696836	ASM3404295v1	98.73	80.51079	0.39
GCF_034042995.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696834	ASM3404299v1	98.76	82.93578	0.39
GCF_034043015.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696833	ASM3404301v1	98.73	80.51079	0.39
GCF_034043035.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696832	ASM3404303v1	98.73	80.51079	0.39
GCF_034043055.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696831	ASM3404305v1	97.97	28.97099	0.75
GCF_034043075.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696830	ASM3404307v1	97.38	10.766179	0.39
GCF_034043095.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696829	ASM3404309v1	98.76	82.93578	0.39
GCF_034043115.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696828	ASM3404311v1	98.76	82.93578	0.39
GCF_034043175.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696825	ASM3404317v1	97.97	28.97099	0.75
GCF_034043195.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696824	ASM3404319v1	97.97	28.97099	0.75
GCF_034043215.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696823	ASM3404321v1	97.38	10.766179	0.39
GCF_034043235.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696822	ASM3404323v1	97.97	28.97099	0.75
GCF_034043255.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696821	ASM3404325v1	97.97	28.97099	0.75
GCF_034043275.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696820	ASM3404327v1	97.97	28.97099	0.75
GCF_034043295.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696819	ASM3404329v1	97.97	28.97099	0.75
GCF_034043315.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696818	ASM3404331v1	97.97	28.97099	0.75
GCF_034043395.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696812	ASM3404339v1	97.97	28.97099	0.75
GCF_034043415.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696811	ASM3404341v1	97.97	28.97099	0.75
GCF_034357665.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696815	ASM3435766v1	97.97	28.97099	0.75
GCF_034421975.1	Staphylococcus aureus	1280	PRJNA1044725	SAMN38397519	ASM3442197v1	96.07	4.0466156	0.54
GCF_034479795.1	Staphylococcus aureus	1280	PRJNA942599	SAMN33696817	ASM3447979v1	97.97	28.97099	0.75
GCF_034661335.1	Staphylococcus aureus	1280	PRJNA857545	SAMN29629455	ASM3466133v1	97.76	19.008183	0.39
GCF_034809525.1	Staphylococcus aureus	1280	PRJNA498007	SAMN22357911	ASM3480952v1	98.72	79.87602	0.39
GCF_034809545.1	Staphylococcus aureus	1280	PRJNA498007	SAMN22357910	ASM3480954v1	96.97	7.245227	0.87
GCF_036490635.1	Staphylococcus aureus	1280	PRJNA1013812	SAMN37311288	ASM3649063v1	97.63	15.27399	0.58
GCF_036492515.1	Staphylococcus aureus	1280	PRJNA1013812	SAMN37311287	ASM3649251v1	98.72	79.87602	0.39
GCF_036670045.1	Staphylococcus aureus	1280	PRJNA1036259	SAMN38170763	ASM3667004v1	98.12	38.86437	0.54
GCF_036670055.1	Staphylococcus aureus	1280	PRJNA1036259	SAMN38170762	ASM3667005v1	98.71	78.522194	0.39
GCF_036670065.1	Staphylococcus aureus	1280	PRJNA1036259	SAMN38170761	ASM3667006v1	97.94	27.160923	0.62
GCF_036670075.1	Staphylococcus aureus	1280	PRJNA1036259	SAMN38170760	ASM3667007v1	98.01	34.822712	0.62
GCF_036670105.1	Staphylococcus aureus	1280	PRJNA1036259	SAMN38170758	ASM3667010v1	98.01	34.822712	0.68
GCF_036670115.1	Staphylococcus aureus	1280	PRJNA1036259	SAMN38170757	ASM3667011v1	98.41	54.569798	0.39
GCF_036670125.1	Staphylococcus aureus	1280	PRJNA1036259	SAMN38170756	ASM3667012v1	97.75	18.249443	0.56
GCF_036670135.1	Staphylococcus aureus	1280	PRJNA1036259	SAMN38170755	ASM3667013v1	97.78	19.548723	0.39
GCF_036670145.1	Staphylococcus aureus	1280	PRJNA1036259	SAMN38170759	ASM3667014v1	97.48	13.057278	0.68
GCF_036898235.1	Staphylococcus aureus	1280	PRJNA1013812	SAMN37311286	ASM3689823v1	97.19	8.559385	0.39
GCF_037039295.1	Staphylococcus aureus	1280	PRJNA1077908	SAMN39984696	ASM3703929v1	97.46	12.625836	0.58
GCF_037039325.1	Staphylococcus aureus	1280	PRJNA1077908	SAMN39984694	ASM3703932v1	97.08	7.7808084	0.39
GCF_037039335.1	Staphylococcus aureus	1280	PRJNA1077908	SAMN39984695	ASM3703933v1	96.54	5.3558145	0.58
GCF_037076495.1	Staphylococcus aureus	1280	PRJDB14474	SAMD00548381	ASM3707649v1	98.82	91.148026	0.45
GCF_037076505.1	Staphylococcus aureus	1280	PRJDB14474	SAMD00548388	ASM3707650v1	97.95	27.517977	0.45
GCF_037076515.1	Staphylococcus aureus	1280	PRJDB14474	SAMD00548390	ASM3707651v1	97.05	7.6171584	0.45
GCF_037993065.1	Staphylococcus aureus	1280	PRJNA1046639	SAMN38504044	23MR1425	98.8	86.37243	0.39
GCF_038024695.1	Staphylococcus aureus	1280	PRJNA1090044	SAMN40554557	WGS using MinION R10.4.1 of Staphylococcus aureus TUM22750	98.6	68.54451	0.33
GCF_038024705.1	Staphylococcus aureus	1280	PRJNA1090044	SAMN40554556	WGS using MinION R10.4.1 of Staphylococcus aureus TUM22749	98.75	82.201836	0.33
GCF_038024715.1	Staphylococcus aureus	1280	PRJNA1090044	SAMN40554555	WGS using MinION R10.4.1 of Staphylococcus aureus TUM22744	98.73	80.51079	0.33
GCF_038024725.1	Staphylococcus aureus	1280	PRJNA1090044	SAMN40554554	WGS using MinION R10.4.1 of Staphylococcus aureus TUM22741	98.72	79.87602	0.36
GCF_038024735.1	Staphylococcus aureus	1280	PRJNA1090044	SAMN40554553	WGS using MinION R10.4.1 of Staphylococcus aureus TUM22730	97.82	21.061245	0.24
GCF_038024745.1	Staphylococcus aureus	1280	PRJNA1090044	SAMN40554550	WGS using MinION R10.4.1 of Staphylococcus aureus TUM22707	98.05	36.102158	0.72
GCF_038024755.1	Staphylococcus aureus	1280	PRJNA1090044	SAMN40554549	WGS using MinION R10.4.1 of Staphylococcus aureus TUM22705	98.55	64.5822	0.39
GCF_038024985.1	Staphylococcus aureus	1280	PRJNA1090044	SAMN40554552	WGS using MinION R10.4.1 of Staphylococcus aureus TUM22723	97.99	34.336723	0.39
GCF_038025015.1	Staphylococcus aureus	1280	PRJNA1090044	SAMN40554551	WGS using MinION R10.4.1 of Staphylococcus aureus TUM22721	98.57	66.85346	0.39
GCF_038025155.1	Staphylococcus aureus	1280	PRJNA1090044	SAMN40554548	WGS using MinION R10.4.1 of Staphylococcus aureus TUM22702	97.99	34.336723	0.58
GCF_038426605.1	Staphylococcus aureus	1280	PRJNA1000275	SAMN36766264	ASM3842660v1	97.35	10.384329	0.39
GCF_038427395.1	Staphylococcus aureus	1280	PRJNA1000275	SAMN36766263	ASM3842739v1	97.79	20.208282	0.39
GCF_038428225.1	Staphylococcus aureus	1280	PRJNA1000275	SAMN36766262	ASM3842822v1	98.43	55.888916	0.61
GCF_038429035.1	Staphylococcus aureus	1280	PRJNA1000275	SAMN36766261	ASM3842903v1	98.17	40.75378	0.39
GCF_038429865.1	Staphylococcus aureus	1280	PRJNA1000275	SAMN36766260	ASM3842986v1	98.55	64.5822	0.39
GCF_038429905.1	Staphylococcus aureus	1280	PRJNA1000275	SAMN36766259	ASM3842990v1	98.71	78.522194	1.16
GCF_038429955.1	Staphylococcus aureus	1280	PRJNA1000275	SAMN36766258	ASM3842995v1	97.24	8.975948	0.42
GCF_038430005.1	Staphylococcus aureus	1280	PRJNA1000275	SAMN36766257	ASM3843000v1	97.92	26.19886	1.27
GCF_038430115.1	Staphylococcus aureus	1280	PRJNA1000275	SAMN36766256	ASM3843011v1	98.21	42.856434	0.39
GCF_038449175.2	Staphylococcus aureus	1280	PRJNA1083987	SAMN40603899	Annotated_PS00642	96.18	4.2796926	0.39
GCF_038786585.1	Staphylococcus aureus	1280	PRJNA972352	SAMN35074232	RKI_12-03119_Sau	98.87	98.566826	0.34
GCF_038788575.1	Staphylococcus aureus	1280	PRJNA972352	SAMN35074233	18-02202-1_RKI_Sau	98.97	99.89586	0.73
GCF_038789165.1	Staphylococcus aureus	1280	PRJNA972352	SAMN35074234	19-00012_RKI_Sau	98.09	37.644432	0.42
GCF_038789195.1	Staphylococcus aureus	1280	PRJNA972352	SAMN35074235	19-02247_RKI_Sau	97.82	21.061245	0.39
GCF_039621985.1	Staphylococcus aureus	1280	PRJNA1105030	SAMN41090366	ASM3962198v1	98.39	53.280437	0.43
GCF_039622655.1	Staphylococcus aureus	1280	PRJNA1105030	SAMN41090365	ASM3962265v1	98.48	59.399952	0.39
GCF_039622675.1	Staphylococcus aureus	1280	PRJNA1105030	SAMN41090363	ASM3962267v1	98.41	54.569798	0.74
GCF_039622745.1	Staphylococcus aureus	1280	PRJNA1105030	SAMN41090362	ASM3962274v1	98.47	58.68088	0.78
GCF_040047685.1	Staphylococcus aureus	1280	PRJNA1039545	SAMN38221212	SAWL001	98.66	73.01264	0.39
GCF_040254315.1	Staphylococcus aureus	1280	PRJNA1122580	SAMN41788668	ASM4025431v1	98.21	42.856434	0.54
GCF_040315025.1	Staphylococcus aureus	1280	PRJNA1057774	SAMN39141515	LA52	98.48	59.399952	0.42
GCF_040315155.1	Staphylococcus aureus	1280	PRJNA1057774	SAMN39141512	LA31	97.85	23.030003	0.42
GCF_040361185.1	Staphylococcus aureus	1280	PRJNA1039168	SAMN38203453	ASM4036118v1	98.7	77.49566	0.48
GCF_040361455.1	Staphylococcus aureus	1280	PRJNA1039168	SAMN38203454	ASM4036145v1	98.82	91.148026	0.73
GCF_040361795.1	Staphylococcus aureus	1280	PRJNA1039168	SAMN38203455	ASM4036179v1	98.62	70.23556	0.58
GCF_040362785.1	Staphylococcus aureus	1280	PRJNA1039168	SAMN38203456	ASM4036278v1	98.82	91.148026	0.54
GCF_040363465.1	Staphylococcus aureus	1280	PRJNA1039168	SAMN38203457	ASM4036346v1	98.6	68.54451	0.33
GCF_040363695.1	Staphylococcus aureus	1280	PRJNA1039168	SAMN38203458	ASM4036369v1	98.11	38.48252	0.48
GCF_040363755.1	Staphylococcus aureus	1280	PRJNA1039168	SAMN38203459	ASM4036375v1	98.11	38.48252	0.48
GCF_040364095.1	Staphylococcus aureus	1280	PRJNA1039168	SAMN38203460	ASM4036409v1	98.5	60.28267	0.48
GCF_040364105.1	Staphylococcus aureus	1280	PRJNA1039168	SAMN38203461	ASM4036410v1	98.7	77.49566	0.33
