accession	platform	truth_bp	regime	nth	pool_reads	split	mode	seed	target_reads_requested	query_reads_requested	target_reads_used	query_reads_used	avg_target_len	avg_query_len	estimate_bp	estimate_over_truth	iqr_low_bp	iqr_high_bp	expected_overlaps_per_query	normalization_engaged	skew_score	profile_median_depth	retained_reads	total_reads	queries_without_overlaps_pct	small_pool_warning	elapsed	max_rss_kb	exit_status	run_dir
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	legacy	auto	42	2473	5000	1236	2496	11078.618	11518.41	1898560	0.8358	435650	2550000	12.19	yes	81.00	3	3732	7473	0.0	yes	0:06.04	307272	0	starved/SRR26715166/legacy.auto.s42
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	legacy	auto	4556	2473	5000	1243	2513	11431.679	11357.3	1880793	0.8280	475150	2420000	12.36	yes	64.00	3	3756	7473	0.0	yes	0:05.96	312160	0	starved/SRR26715166/legacy.auto.s4556
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	legacy	never	7	2473	5000	2473	5000	9635.679	9292.241	442439	0.1948	42140	1980000	20.39	no	NA	NA	NA	7473	0.0	no	0:46.72	677268	0	starved/SRR26715166/legacy.never.s7
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	legacy	never	42	2473	5000	2473	5000	9523.288	9347.83	475773	0.2095	41770	2050000	20.33	no	NA	NA	NA	7473	0.0	no	0:47.26	686784	0	starved/SRR26715166/legacy.never.s42
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	legacy	never	4556	2473	5000	2473	5000	9457.311	9380.462	489466	0.2155	41450	2180000	20.29	no	NA	NA	NA	7473	0.0	no	0:47.30	684388	0	starved/SRR26715166/legacy.never.s4556
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	1to1	auto	7	3736	3737	1875	1874	11095.766	11479.479	2055988	0.9051	466710	2520000	18.47	yes	79.00	3	3749	7473	0.0	yes	0:06.15	409316	0	starved/SRR26715166/1to1.auto.s7
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	1to1	auto	42	3736	3737	1866	1866	11232.262	11513.25	1986612	0.8746	460720	2620000	18.52	yes	81.00	3	3732	7473	0.0	yes	0:06.05	408820	0	starved/SRR26715166/1to1.auto.s42
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	1to1	auto	4556	3736	3737	1878	1878	11502.8545	11260.975	2014984	0.8871	466410	2460000	18.66	yes	64.00	3	3756	7473	0.0	yes	0:06.02	412552	0	starved/SRR26715166/1to1.auto.s4556
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	1to1	never	7	3736	3737	3736	3737	9430.991	9380.802	444530	0.1957	42270	1990000	30.61	no	NA	NA	NA	7473	0.0	no	0:35.75	883516	0	starved/SRR26715166/1to1.never.s7
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	1to1	never	42	3736	3737	3736	3737	9478.411	9333.395	454562	0.2001	42700	2270000	30.61	no	NA	NA	NA	7473	0.0	no	0:35.57	894304	0	starved/SRR26715166/1to1.never.s42
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	1to1	never	4556	3736	3737	3736	3737	9359.258	9452.516	509485	0.2243	41350	2350000	30.61	no	NA	NA	NA	7473	0.0	no	0:35.98	889736	0	starved/SRR26715166/1to1.never.s4556
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	2to1	auto	7	4982	2491	2500	1249	11278.502	11305.722	2130608	0.9380	444360	2530000	24.64	yes	79.00	3	3749	7473	0.0	yes	0:06.59	505312	0	starved/SRR26715166/2to1.auto.s7
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	2to1	auto	42	4982	2491	2488	1244	11298.982	11520.303	2094132	0.9219	452640	2580000	24.78	yes	81.00	3	3732	7473	0.0	yes	0:06.00	551044	0	starved/SRR26715166/2to1.auto.s42
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	2to1	auto	4556	4982	2491	2504	1252	11481.157	11183.429	2071715	0.9120	468470	2540000	24.76	yes	64.00	3	3756	7473	0.0	yes	0:05.92	535480	0	starved/SRR26715166/2to1.auto.s4556
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	2to1	never	7	4982	2491	4982	2491	9468.895	9279.892	495617	0.2182	68850	2060000	40.68	no	NA	NA	NA	7473	0.04	no	0:23.68	1160368	0	starved/SRR26715166/2to1.never.s7
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	2to1	never	42	4982	2491	4982	2491	9442.727	9332.227	570421	0.2511	65130	2540000	40.74	no	NA	NA	NA	7473	0.0	no	0:22.97	1180312	0	starved/SRR26715166/2to1.never.s42
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	2to1	never	4556	4982	2491	4982	2491	9365.593	9486.493	560208	0.2466	64130	2380000	40.91	no	NA	NA	NA	7473	0.08	no	0:23.47	1155696	0	starved/SRR26715166/2to1.never.s4556
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	4to1	auto	7	5978	1495	2999	750	11304.409	11220.238	2145998	0.9447	432980	2510000	29.48	yes	79.00	3	3749	7473	0.0	yes	0:04.93	596612	0	starved/SRR26715166/4to1.auto.s7
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	4to1	auto	42	5978	1495	2986	746	11421.948	11175.857	1999204	0.8801	424660	2550000	29.44	yes	81.00	3	3732	7473	0.0	yes	0:06.16	614608	0	starved/SRR26715166/4to1.auto.s42
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	4to1	auto	4556	5978	1495	3005	751	11456.32	11084.19	2106708	0.9274	459970	2530000	29.56	yes	64.00	3	3756	7473	0.0	yes	0:05.02	587024	0	starved/SRR26715166/4to1.auto.s4556
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	4to1	never	7	5978	1495	5978	1495	9411.1045	9385.057	715313	0.3149	234090	2220000	48.94	no	NA	NA	NA	7473	0.33	no	0:18.25	1427828	0	starved/SRR26715166/4to1.never.s7
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	4to1	never	42	5978	1495	5978	1495	9421.612	9343.039	875679	0.3855	235000	2700000	48.86	no	NA	NA	NA	7473	0.13	no	0:15.61	1441884	0	starved/SRR26715166/4to1.never.s42
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	4to1	never	4556	5978	1495	5978	1495	9421.785	9342.347	946675	0.4168	232480	2830000	48.86	no	NA	NA	NA	7473	0.40	no	0:16.94	1365228	0	starved/SRR26715166/4to1.never.s4556
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	8to1	auto	7	6642	831	3333	416	11241.212	11658.993	2140332	0.9422	434320	2530000	33.31	yes	79.00	3	3749	7473	0.0	yes	0:04.34	630016	0	starved/SRR26715166/8to1.auto.s7
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	8to1	auto	42	6642	831	3318	414	11305.451	11912.167	2026016	0.8919	448990	2520000	33.62	yes	81.00	3	3732	7473	0.0	yes	0:04.49	639936	0	starved/SRR26715166/8to1.auto.s42
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	8to1	auto	4556	6642	831	3339	417	11387.73	11335.351	2142368	0.9431	442930	2600000	33.11	yes	64.00	3	3756	7473	0.0	yes	0:04.31	627128	0	starved/SRR26715166/8to1.auto.s4556
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	8to1	never	7	6642	831	6642	831	9345.26	9890.523	802509	0.3533	263660	2060000	55.66	no	NA	NA	NA	7473	0.60	no	0:11.46	1500032	0	starved/SRR26715166/8to1.never.s7
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	8to1	never	42	6642	831	6642	831	9428.941	9221.67	1088545	0.4792	280290	2950000	53.95	no	NA	NA	NA	7473	0.24	no	0:09.95	1507356	0	starved/SRR26715166/8to1.never.s42
SRR26715166	OXFORD_NANOPORE	2271523	starved	1	7473	8to1	never	4556	6642	831	6642	831	9419.851	9294.335	1040876	0.4582	280600	2810000	54.14	no	NA	NA	NA	7473	0.24	no	0:10.90	1509828	0	starved/SRR26715166/8to1.never.s4556
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	legacy	auto	7	2513	5000	2290	4555	9247.241	9719.056	2977509	0.2684	166940	7280000	3.87	yes	30.00	7	6845	7513	1.32	yes	0:21.99	481920	0	starved/SRR30162149/legacy.auto.s7
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	legacy	auto	42	2513	5000	2286	4548	9572.13	9575.076	3115344	0.2808	160300	7050000	3.90	yes	30.00	7	6834	7513	1.65	yes	0:22.62	477396	0	starved/SRR30162149/legacy.auto.s42
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	legacy	auto	4556	2513	5000	2289	4554	9423.904	9640.574	2748466	0.2478	154600	6910000	3.89	yes	45.00	7	6843	7513	1.82	yes	0:23.87	480980	0	starved/SRR30162149/legacy.auto.s4556
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	legacy	never	7	2513	5000	2513	5000	9415.891	9412.197	1136153	0.1024	153360	6670000	4.22	no	NA	NA	NA	7513	0.96	no	0:42.56	453940	0	starved/SRR30162149/legacy.never.s7
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	legacy	never	42	2513	5000	2513	5000	9325.361	9457.697	1097023	0.0989	146540	6860000	4.21	no	NA	NA	NA	7513	0.92	no	0:29.25	449872	0	starved/SRR30162149/legacy.never.s42
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	legacy	never	4556	2513	5000	2513	5000	9289.605	9475.668	1005485	0.0906	134790	6750000	4.21	no	NA	NA	NA	7513	1.26	no	0:31.77	470004	0	starved/SRR30162149/legacy.never.s4556
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	1to1	auto	7	3756	3757	3423	3422	9372.787	9749.6875	3241495	0.2922	163790	7370000	5.84	yes	30.00	7	6845	7513	0.44	yes	0:25.55	637840	0	starved/SRR30162149/1to1.auto.s7
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	1to1	auto	42	3756	3757	3417	3417	9514.152	9634.03	3351480	0.3021	160310	7260000	5.84	yes	30.00	7	6834	7513	0.18	yes	0:23.43	638932	0	starved/SRR30162149/1to1.auto.s42
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	1to1	auto	4556	3756	3757	3422	3421	9462.998	9673.228	2925692	0.2637	163260	7130000	5.84	yes	45.00	7	6843	7513	0.15	yes	0:23.78	641740	0	starved/SRR30162149/1to1.auto.s4556
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	1to1	never	7	3756	3757	3756	3757	9422.436	9404.432	1193419	0.1076	164950	7080000	6.31	no	NA	NA	NA	7513	0.29	no	0:34.33	712420	0	starved/SRR30162149/1to1.never.s7
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	1to1	never	42	3756	3757	3756	3757	9405.005	9421.857	1071572	0.0966	144770	7270000	6.31	no	NA	NA	NA	7513	0.24	no	0:33.83	739512	0	starved/SRR30162149/1to1.never.s42
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	1to1	never	4556	3756	3757	3756	3757	9324.377	9502.464	1117997	0.1008	140740	7160000	6.31	no	NA	NA	NA	7513	0.37	no	0:34.90	773564	0	starved/SRR30162149/1to1.never.s4556
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	2to1	auto	7	5008	2505	4563	2282	9427.181	9829.21	4074525	0.3673	162440	7580000	7.84	yes	30.00	7	6845	7513	0.26	yes	0:18.11	747816	0	starved/SRR30162149/2to1.auto.s7
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	2to1	auto	42	5008	2505	4556	2278	9514.367	9693.54	2295589	0.2069	162200	7170000	7.81	yes	30.00	7	6834	7513	0.04	yes	0:22.92	728004	0	starved/SRR30162149/2to1.auto.s42
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	2to1	auto	4556	5008	2505	4562	2281	9583.549	9537.196	2843511	0.2563	164870	7320000	7.78	yes	45.00	7	6843	7513	0.0	yes	0:23.03	756680	0	starved/SRR30162149/2to1.auto.s4556
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	2to1	never	7	5008	2505	5008	2505	9411.056	9418.184	1069868	0.0964	143940	7200000	8.41	no	NA	NA	NA	7513	0.16	no	0:33.02	880136	0	starved/SRR30162149/2to1.never.s7
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	2to1	never	42	5008	2505	5008	2505	9365.756	9508.749	1087504	0.0980	144350	7440000	8.43	no	NA	NA	NA	7513	0.04	no	0:32.17	849528	0	starved/SRR30162149/2to1.never.s42
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	2to1	never	4556	5008	2505	5008	2505	9350.666	9538.916	1084160	0.0977	138920	7270000	8.44	no	NA	NA	NA	7513	0.12	no	0:32.84	897924	0	starved/SRR30162149/2to1.never.s4556
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	4to1	auto	7	6010	1503	5476	1369	9476.1045	9901.633	3964724	0.3574	167360	7450000	9.47	yes	30.00	7	6845	7513	0.07	yes	0:14.74	837232	0	starved/SRR30162149/4to1.auto.s7
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	4to1	auto	42	6010	1503	5467	1367	9537.309	9721.197	1593508	0.1436	159250	7320000	9.39	yes	30.00	7	6834	7513	0.0	yes	0:14.81	817720	0	starved/SRR30162149/4to1.auto.s42
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	4to1	auto	4556	6010	1503	5475	1368	9617.083	9372.05	3189723	0.2875	162880	7570000	9.27	yes	45.00	7	6843	7513	0.0	yes	0:14.04	852316	0	starved/SRR30162149/4to1.auto.s4556
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	4to1	never	7	6010	1503	6010	1503	9396.418	9481.467	1173488	0.1058	139530	7490000	10.12	no	NA	NA	NA	7513	0.07	no	0:20.60	1041588	0	starved/SRR30162149/4to1.never.s7
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	4to1	never	42	6010	1503	6010	1503	9394.49	9489.174	1110514	0.1001	140300	7520000	10.12	no	NA	NA	NA	7513	0.0	no	0:19.02	1037260	0	starved/SRR30162149/4to1.never.s42
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	4to1	never	4556	6010	1503	6010	1503	9390.672	9504.445	1204263	0.1086	147670	7360000	10.13	no	NA	NA	NA	7513	0.0	no	0:19.33	1053552	0	starved/SRR30162149/4to1.never.s4556
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	8to1	auto	7	6678	835	6085	760	9541.89	9715.897	4699166	0.4236	164980	8200000	10.45	yes	30.00	7	6845	7513	0.13	yes	0:10.03	1034836	0	starved/SRR30162149/8to1.auto.s7
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	8to1	auto	42	6678	835	6075	759	9560.598	9682.095	1470691	0.1326	157310	7170000	10.43	yes	30.00	7	6834	7513	0.0	yes	0:12.10	1057140	0	starved/SRR30162149/8to1.auto.s42
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	8to1	auto	4556	6678	835	6083	760	9593.145	9367.628	4598048	0.4145	168370	7780000	10.29	yes	45.00	7	6843	7513	0.0	yes	0:09.33	940620	0	starved/SRR30162149/8to1.auto.s4556
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	8to1	never	7	6678	835	6678	835	9417.582	9380.24	1325367	0.1195	139560	7850000	11.20	no	NA	NA	NA	7513	0.0	no	0:13.37	1087140	0	starved/SRR30162149/8to1.never.s7
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	8to1	never	42	6678	835	6678	835	9435.294	9238.591	1105066	0.0996	142150	7530000	11.12	no	NA	NA	NA	7513	0.0	no	0:13.58	1141324	0	starved/SRR30162149/8to1.never.s42
SRR30162149	PACBIO_SMRT	11093179	starved	14	7513	8to1	never	4556	6678	835	6678	835	9403.469	9493.117	1246558	0.1124	144000	7700000	11.26	no	NA	NA	NA	7513	0.0	no	0:13.03	1214996	0	starved/SRR30162149/8to1.never.s4556
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	legacy	auto	7	10026	5000	9163	4569	9524.874	9789.6	3493900	0.3150	164290	7750000	15.79	yes	52.00	14	13732	15026	0.0	yes	1:08.02	1600680	0	marginal/SRR30162149/legacy.auto.s7
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	legacy	auto	42	10026	5000	9166	4571	9697.538	9465.604	4052890	0.3653	169900	7940000	15.67	yes	32.00	14	13737	15026	0.0	yes	1:11.68	1438512	0	marginal/SRR30162149/legacy.auto.s42
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	legacy	auto	4556	10026	5000	9157	4566	9600.038	9618.63	3630970	0.3273	163020	7990000	15.70	yes	41.00	14	13723	15026	0.0	yes	1:10.99	1517400	0	marginal/SRR30162149/legacy.auto.s4556
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	legacy	never	7	10026	5000	10026	5000	9475.309	9447.302	1229178	0.1108	151360	7830000	16.92	no	NA	NA	NA	15026	0.02	no	1:50.78	1922408	0	marginal/SRR30162149/legacy.never.s7
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	legacy	never	42	10026	5000	10026	5000	9491.498	9414.838	1307604	0.1179	149390	8080000	16.91	no	NA	NA	NA	15026	0.04	no	1:34.65	1865440	0	marginal/SRR30162149/legacy.never.s42
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	legacy	never	4556	10026	5000	10026	5000	9450.432	9497.186	1127111	0.1016	150300	7790000	16.94	no	NA	NA	NA	15026	0.0	no	1:45.69	1909876	0	marginal/SRR30162149/legacy.never.s4556
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	1to1	auto	7	7513	7513	6866	6866	9467.401	9758.509	3560306	0.3209	164300	7630000	11.78	yes	52.00	14	13732	15026	0.0	yes	1:15.00	1236632	0	marginal/SRR30162149/1to1.auto.s7
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	1to1	auto	42	7513	7513	6869	6868	9679.098	9561.617	3519272	0.3172	169250	7790000	11.79	yes	32.00	14	13737	15026	0.01	yes	1:14.76	1138844	0	marginal/SRR30162149/1to1.auto.s42
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	1to1	auto	4556	7513	7513	6862	6861	9541.716	9670.741	3031127	0.2732	164090	7820000	11.76	yes	41.00	14	13723	15026	0.0	yes	1:13.62	1237276	0	marginal/SRR30162149/1to1.auto.s4556
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	1to1	never	7	7513	7513	7513	7513	9451.209	9480.769	1252489	0.1129	156960	7820000	12.69	no	NA	NA	NA	15026	0.01	no	1:52.07	1660620	0	marginal/SRR30162149/1to1.never.s7
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	1to1	never	42	7513	7513	7513	7513	9560.705	9371.273	1156210	0.1042	150330	7730000	12.69	no	NA	NA	NA	15026	0.04	no	1:49.32	1474964	0	marginal/SRR30162149/1to1.never.s42
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	1to1	never	4556	7513	7513	7513	7513	9513.578	9418.4	1226823	0.1106	153420	7670000	12.69	no	NA	NA	NA	15026	0.04	no	1:51.94	1491244	0	marginal/SRR30162149/1to1.never.s4556
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	2to1	auto	7	10017	5009	9155	4577	9525.381	9788.122	3448046	0.3108	164540	7750000	15.77	yes	52.00	14	13732	15026	0.0	yes	1:36.33	1508096	0	marginal/SRR30162149/2to1.auto.s7
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	2to1	auto	42	10017	5009	9158	4579	9697.542	9466	3972223	0.3581	167840	7930000	15.66	yes	32.00	14	13737	15026	0.0	yes	1:03.56	1392612	0	marginal/SRR30162149/2to1.auto.s42
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	2to1	auto	4556	10017	5009	9149	4574	9597.73	9623.214	3591353	0.3237	162940	8010000	15.69	yes	41.00	14	13723	15026	0.0	yes	1:04.31	1430880	0	marginal/SRR30162149/2to1.auto.s4556
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	2to1	never	7	10017	5009	10017	5009	9477.639	9442.692	1232806	0.1111	151430	7840000	16.91	no	NA	NA	NA	15026	0.02	no	1:40.56	1742460	0	marginal/SRR30162149/2to1.never.s7
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	2to1	never	42	10017	5009	10017	5009	9491.366	9415.24	1288183	0.1161	149260	8070000	16.89	no	NA	NA	NA	15026	0.04	no	1:34.76	1864584	0	marginal/SRR30162149/2to1.never.s42
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	2to1	never	4556	10017	5009	10017	5009	9451.468	9495.028	1126629	0.1016	150200	7790000	16.93	no	NA	NA	NA	15026	0.0	no	1:37.62	1854196	0	marginal/SRR30162149/2to1.never.s4556
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	4to1	auto	7	12020	3006	10985	2747	9565.409	9803.086	3578309	0.3226	163700	7850000	18.98	yes	52.00	14	13732	15026	0.0	yes	0:48.82	1795792	0	marginal/SRR30162149/4to1.auto.s7
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	4to1	auto	42	12020	3006	10989	2748	9637.342	9552.46	3506267	0.3161	168900	7940000	18.81	yes	32.00	14	13737	15026	0.0	yes	0:45.12	1686072	0	marginal/SRR30162149/4to1.auto.s42
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	4to1	auto	4556	12020	3006	10978	2745	9612.178	9582.413	3898184	0.3514	167340	8150000	18.80	yes	41.00	14	13723	15026	0.0	yes	0:45.72	1667440	0	marginal/SRR30162149/4to1.auto.s4556
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	4to1	never	7	12020	3006	12020	3006	9458.981	9494.013	1209018	0.1090	149160	8110000	20.32	no	NA	NA	NA	15026	0.03	no	1:09.75	2120956	0	marginal/SRR30162149/4to1.never.s7
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	4to1	never	42	12020	3006	12020	3006	9453.777	9514.821	1234845	0.1113	150910	8070000	20.34	no	NA	NA	NA	15026	0.0	no	1:07.39	2245324	0	marginal/SRR30162149/4to1.never.s42
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	4to1	never	4556	12020	3006	12020	3006	9471.708	9443.12	1104871	0.0996	150390	8010000	20.28	no	NA	NA	NA	15026	0.0	no	1:09.58	2195132	0	marginal/SRR30162149/4to1.never.s4556
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	8to1	auto	7	13356	1670	12206	1526	9575.955	9908.907	3501633	0.3157	165310	7780000	21.22	yes	52.00	14	13732	15026	0.0	yes	0:33.73	1964260	0	marginal/SRR30162149/8to1.auto.s7
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	8to1	auto	42	13356	1670	12211	1526	9616.643	9650.121	3074325	0.2771	168940	7930000	20.99	yes	32.00	14	13737	15026	0.0	yes	0:36.01	1866008	0	marginal/SRR30162149/8to1.auto.s42
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	8to1	auto	4556	13356	1670	12198	1525	9589.119	9743.039	3599530	0.3245	170010	7950000	21.04	yes	41.00	14	13723	15026	0.0	yes	0:35.03	1858008	0	marginal/SRR30162149/8to1.auto.s4556
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	8to1	never	7	13356	1670	13356	1670	9468.689	9444.391	1121819	0.1011	154990	8000000	22.53	no	NA	NA	NA	15026	0.0	no	0:52.70	2259520	0	marginal/SRR30162149/8to1.never.s7
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	8to1	never	42	13356	1670	13356	1670	9460.8	9507.493	1243248	0.1121	159100	8140000	22.60	no	NA	NA	NA	15026	0.0	no	0:41.28	2329404	0	marginal/SRR30162149/8to1.never.s42
SRR30162149	PACBIO_SMRT	11093179	marginal	7	15026	8to1	never	4556	13356	1670	13356	1670	9463.002	9489.882	1202989	0.1084	146280	8220000	22.58	no	NA	NA	NA	15026	0.0	no	0:47.05	2394728	0	marginal/SRR30162149/8to1.never.s4556
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	legacy	auto	7	10000	5000	10000	5000	9680.068	9581.301	3603377	0.3248	171480	8030000	17.18	yes	46.00	93	96080	105176	0.0	no	0:50.57	2320036	0	comfortable/SRR30162149/legacy.auto.s7
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	legacy	auto	42	10000	5000	10000	5000	9646.42	9667.595	3907412	0.3522	174370	8180000	17.23	yes	54.00	92	95999	105176	0.0	no	0:52.92	2055356	0	comfortable/SRR30162149/legacy.auto.s42
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	legacy	auto	4556	10000	5000	10000	5000	9649.047	9558.163	3844783	0.3466	178790	8100000	17.14	yes	47.00	92	96010	105176	0.0	no	0:56.08	2096292	0	comfortable/SRR30162149/legacy.auto.s4556
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	legacy	never	7	10000	5000	10000	5000	9490.272	9485.829	1170392	0.1055	148000	8050000	16.93	no	NA	NA	NA	105176	0.0	no	1:49.17	2537488	0	comfortable/SRR30162149/legacy.never.s7
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	legacy	never	42	10000	5000	10000	5000	9550.631	9477.197	1211677	0.1092	145610	7690000	16.97	no	NA	NA	NA	105176	0.0	no	1:00.51	2436068	0	comfortable/SRR30162149/legacy.never.s42
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	legacy	never	4556	10000	5000	10000	5000	9540.78	9519.498	1162445	0.1048	140700	8120000	17.00	no	NA	NA	NA	105176	0.02	no	0:58.01	2583904	0	comfortable/SRR30162149/legacy.never.s4556
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	1to1	auto	7	7500	7500	7500	7500	9652.973	9641.319	3267851	0.2946	169540	7730000	12.91	yes	46.00	93	96080	105176	0.01	no	0:57.95	1900912	0	comfortable/SRR30162149/1to1.auto.s7
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	1to1	auto	42	7500	7500	7500	7500	9675.444	9631.512	3717062	0.3351	170820	8030000	12.92	yes	54.00	92	95999	105176	0.0	no	1:09.13	1769460	0	comfortable/SRR30162149/1to1.auto.s42
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	1to1	auto	4556	7500	7500	7500	7500	9598.211	9639.293	3167738	0.2856	179360	7840000	12.87	yes	47.00	92	96010	105176	0.0	no	0:54.97	1764972	0	comfortable/SRR30162149/1to1.auto.s4556
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	1to1	never	7	7500	7500	7500	7500	9428.304	9549.278	1184167	0.1067	147610	7830000	12.70	no	NA	NA	NA	105176	0.01	no	1:06.62	1975084	0	comfortable/SRR30162149/1to1.never.s7
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	1to1	never	42	7500	7500	7500	7500	9560.552	9491.754	1217071	0.1097	144900	7700000	12.75	no	NA	NA	NA	105176	0.05	no	1:14.15	1975836	0	comfortable/SRR30162149/1to1.never.s42
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	1to1	never	4556	7500	7500	7500	7500	9554.991	9512.382	1132504	0.1021	138890	7850000	12.76	no	NA	NA	NA	105176	0.01	no	1:12.98	2125028	0	comfortable/SRR30162149/1to1.never.s4556
SRR30162149	PACBIO_SMRT	11093179	comfortable	1	105176	2to1	auto	7	10000	5000	10000	5000	9680.068	9581.301	3603377	0.3248	171480	8030000	17.18	yes	46.00	93	96080	105176	0.0	no	0:58.06	2231408	0	comfortable/SRR30162149/2to1.auto.s7
