run	platform	true_size	v030_estimate	v1_estimate	v030_relative_error	v1_relative_error	source
SRR27561273	OXFORD_NANOPORE	2498570	2929684	2789678	17.2544	11.6510	norm
SRR27561276	OXFORD_NANOPORE	2439988	3248445	2887868	33.1336	18.3558	norm
SRR27561279	OXFORD_NANOPORE	2587345	2618218	2749752	1.1932	6.2770	norm
SRR27608435	OXFORD_NANOPORE	6427509	6426988	6473648	-0.0081	0.7178	norm
SRR27638605	PACBIO_SMRT	3333066	3182542	3205858	-4.5161	-3.8165	pb_preset
SRR27678663	OXFORD_NANOPORE	5004067	6031263	6031263	20.5272	20.5272	norm
SRR27678667	OXFORD_NANOPORE	5451292	5834862	5834862	7.0363	7.0363	norm
SRR27678670	OXFORD_NANOPORE	4237328	5427074	5427074	28.0777	28.0777	norm
SRR27678677	OXFORD_NANOPORE	3677506	3835105	3835105	4.2855	4.2855	norm
SRR27678678	OXFORD_NANOPORE	3797173	4288046	4288046	12.9273	12.9273	norm
SRR27678687	OXFORD_NANOPORE	5436505	6189160	6189160	13.8445	13.8445	norm
SRR27678688	OXFORD_NANOPORE	4014983	4644847	4644847	15.6878	15.6878	norm
SRR27678689	OXFORD_NANOPORE	5501225	6070819	6070819	10.3539	10.3539	norm
SRR27678693	OXFORD_NANOPORE	3781803	4800214	4800214	26.9292	26.9292	norm
SRR27678694	OXFORD_NANOPORE	3777634	4362178	4362178	15.4738	15.4738	norm
SRR27678695	OXFORD_NANOPORE	4335104	5010410	5010410	15.5776	15.5776	norm
SRR27678699	OXFORD_NANOPORE	3681492	4500576	4500576	22.2487	22.2487	norm
SRR27678700	OXFORD_NANOPORE	4090469	4310959	4310959	5.3903	5.3903	norm
SRR27678701	OXFORD_NANOPORE	4090469	4240232	4240232	3.6613	3.6613	norm
SRR27678704	OXFORD_NANOPORE	5289572	6394440	6394440	20.8877	20.8877	norm
SRR27678709	OXFORD_NANOPORE	6231385	7196958	7196958	15.4953	15.4953	norm
SRR27678712	OXFORD_NANOPORE	5668946	7167694	7167694	26.4379	26.4379	norm
SRR27678714	OXFORD_NANOPORE	5786109	5855966	5855966	1.2073	1.2073	norm
SRR27678716	OXFORD_NANOPORE	5588297	6983263	6983263	24.9623	24.9623	norm
SRR27678719	OXFORD_NANOPORE	4803959	6048008	6048008	25.8963	25.8963	norm
SRR27678720	OXFORD_NANOPORE	5093378	5635142	5635142	10.6366	10.6366	norm
SRR27678724	OXFORD_NANOPORE	6085354	7060291	7060291	16.0210	16.0210	norm
SRR27678734	OXFORD_NANOPORE	5783869	7021594	7021594	21.3996	21.3996	norm
SRR27678745	OXFORD_NANOPORE	5678058	5956230	5956230	4.8991	4.8991	norm
SRR27678752	OXFORD_NANOPORE	6698229	7352474	7352474	9.7674	9.7674	norm
SRR27678753	OXFORD_NANOPORE	4085814	4174707	4174707	2.1756	2.1756	norm
SRR27678759	OXFORD_NANOPORE	5688347	6225567	6225567	9.4442	9.4442	norm
SRR27678764	OXFORD_NANOPORE	5348884	6496142	6496142	21.4485	21.4485	norm
SRR27695013	PACBIO_SMRT	4932464	5602922	5321580	13.5928	7.8889	pb_preset
SRR27704963	PACBIO_SMRT	5130088	5835423	5532956	13.7490	7.8530	pb_preset
SRR27704964	PACBIO_SMRT	4885829	5624988	5360042	15.1286	9.7059	pb_preset
SRR27704967	PACBIO_SMRT	5029763	5697914	5373863	13.2839	6.8413	pb_preset
SRR27710529	OXFORD_NANOPORE	5243269	4970518	4970518	-5.2019	-5.2019	norm
SRR27710535	OXFORD_NANOPORE	4120089	4056454	4056454	-1.5445	-1.5445	norm
SRR27726272	PACBIO_SMRT	4862388	4186480	4092410	-13.9007	-15.8354	pb_preset
SRR27798004	OXFORD_NANOPORE	3807059	3985847	3985847	4.6962	4.6962	norm
SRR27829598	OXFORD_NANOPORE	5696771	5802244	5802244	1.8515	1.8515	norm
SRR27869584	OXFORD_NANOPORE	4703667	4956111	4956111	5.3670	5.3670	norm
SRR27935473	OXFORD_NANOPORE	4130172	5605730	5605730	35.7263	35.7263	norm
SRR27956926	PACBIO_SMRT	2044475	2209981	1734404	8.0953	-15.1663	pb_preset
SRR27962678	OXFORD_NANOPORE	2863896	2995020	3004588	4.5785	4.9126	norm
SRR27967205	OXFORD_NANOPORE	5147272	5317354	5011827	3.3043	-2.6314	norm
SRR27967206	OXFORD_NANOPORE	5166098	4958066	4958066	-4.0269	-4.0269	norm
SRR27967207	OXFORD_NANOPORE	5121455	5013609	5013609	-2.1058	-2.1058	norm
SRR27967419	OXFORD_NANOPORE	5476635	5036648	5048764	-8.0339	-7.8127	norm
SRR27967420	OXFORD_NANOPORE	5505582	5149416	5149416	-6.4692	-6.4692	norm
SRR28015934	OXFORD_NANOPORE	6868315	6992915	6992915	1.8141	1.8141	norm
SRR28019343	PACBIO_SMRT	5503431	6473077	6289332	17.6189	14.2802	pb_preset
SRR28036849	OXFORD_NANOPORE	4882635	4728998	4728998	-3.1466	-3.1466	norm
SRR28037804	PACBIO_SMRT	5408050	6359724	6211391	17.5974	14.8545	pb_preset
SRR28037811	PACBIO_SMRT	1991976	3218418	2673110	61.5691	34.1939	pb_preset
SRR28046834	OXFORD_NANOPORE	6929220	6679110	6679110	-3.6095	-3.6095	norm
SRR28046836	OXFORD_NANOPORE	7361451	7054621	7054621	-4.1681	-4.1681	norm
SRR28053600	OXFORD_NANOPORE	3435295	3505222	3505222	2.0355	2.0355	norm
SRR28082841	OXFORD_NANOPORE	6725148	6728527	6728527	0.0502	0.0502	norm
SRR28084436	OXFORD_NANOPORE	5339950	4649382	4649382	-12.9321	-12.9321	norm
SRR28084437	OXFORD_NANOPORE	5409590	4816008	4816008	-10.9728	-10.9728	norm
SRR28110421	OXFORD_NANOPORE	2611619	2678956	2678956	2.5784	2.5784	norm
SRR28110551	OXFORD_NANOPORE	2611553	2575828	2575828	-1.3680	-1.3680	norm
SRR28129708	PACBIO_SMRT	1629078	1581839	1583825	-2.8997	-2.7778	pb_preset
SRR28153371	OXFORD_NANOPORE	4058791	4473772	4473772	10.2243	10.2243	norm
SRR28203231	OXFORD_NANOPORE	5853167	5741396	5741396	-1.9096	-1.9096	norm
SRR28208385	OXFORD_NANOPORE	1000928	1251459	1251459	25.0299	25.0299	norm
SRR28208482	OXFORD_NANOPORE	1132542	972802	1086767	-14.1046	-4.0418	norm
SRR28222457	OXFORD_NANOPORE	4024416	4023532	4023532	-0.0220	-0.0220	norm
SRR28222992	OXFORD_NANOPORE	3904583	4337949	4337949	11.0989	11.0989	norm
SRR28223506	OXFORD_NANOPORE	4598240	3498270	3737706	-23.9215	-18.7144	norm
SRR28223604	OXFORD_NANOPORE	2455483	2708460	2696385	10.3025	9.8108	norm
SRR28247437	OXFORD_NANOPORE	6243169	6182175	6182175	-0.9770	-0.9770	norm
SRR28257190	PACBIO_SMRT	6275045	8256206	7485976	31.5721	19.2976	pb_preset
SRR28257202	PACBIO_SMRT	4648175	7991934	6665355	71.9370	43.3972	pb_preset
SRR28257217	PACBIO_SMRT	4299551	5263435	4906206	22.4182	14.1097	pb_preset
SRR28257223	PACBIO_SMRT	4298779	5183420	4831842	20.5789	12.4003	pb_preset
SRR28257226	PACBIO_SMRT	4299489	5133774	4810369	19.4043	11.8823	pb_preset
SRR28257243	PACBIO_SMRT	4638994	7574970	6566071	63.2891	41.5408	pb_preset
SRR28257247	PACBIO_SMRT	4645241	5729791	5301844	23.3476	14.1350	pb_preset
SRR28257255	PACBIO_SMRT	4295479	5252110	4896290	22.2706	13.9871	pb_preset
SRR28257257	OXFORD_NANOPORE	4308670	4991936	4991936	15.8579	15.8579	norm
SRR28331549	OXFORD_NANOPORE	5410479	5755711	5755711	6.3808	6.3808	norm
SRR28331550	OXFORD_NANOPORE	5410485	5501497	5501497	1.6821	1.6821	norm
SRR28331551	OXFORD_NANOPORE	5410482	5594940	5594940	3.4093	3.4093	norm
SRR28331552	OXFORD_NANOPORE	5410489	5299144	5299144	-2.0579	-2.0579	norm
SRR28331553	OXFORD_NANOPORE	5410494	5690871	5690871	5.1821	5.1821	norm
SRR28331554	OXFORD_NANOPORE	5410494	5574753	5574753	3.0359	3.0359	norm
SRR28332069	OXFORD_NANOPORE	5410479	5952747	5952747	10.0226	10.0226	norm
SRR28332070	OXFORD_NANOPORE	5410485	5952747	5952747	10.0224	10.0224	norm
SRR28332071	OXFORD_NANOPORE	5410482	5727112	5727112	5.8522	5.8522	norm
SRR28332072	OXFORD_NANOPORE	5410489	5733518	5733518	5.9704	5.9704	norm
SRR28332073	OXFORD_NANOPORE	5410494	6591040	6591040	21.8196	21.8196	norm
SRR28332074	OXFORD_NANOPORE	5410494	6301349	6301349	16.4653	16.4653	norm
SRR28374924	OXFORD_NANOPORE	2880240	2788006	2788006	-3.2023	-3.2023	norm
SRR28375019	OXFORD_NANOPORE	4801471	4718480	4718480	-1.7284	-1.7284	norm
SRR28415520	OXFORD_NANOPORE	2878122	3221362	3035788	11.9258	5.4781	norm
SRR28415521	OXFORD_NANOPORE	2883827	3168406	3073079	9.8681	6.5625	norm
SRR28415522	OXFORD_NANOPORE	2879544	3339985	3056602	15.9901	6.1488	norm
SRR28421272	OXFORD_NANOPORE	5348823	5391819	5391819	0.8038	0.8038	norm
SRR28518279	PACBIO_SMRT	5165709	7750495	6389680	50.0374	23.6942	pb_preset
SRR28552087	PACBIO_SMRT	6001468	7548502	7014126	25.7776	16.8735	pb_preset
SRR28558243	PACBIO_SMRT	5169345	5117330	5133513	-1.0062	-0.6932	pb_preset
SRR28576149	PACBIO_SMRT	4089687	3876950	3891430	-5.2018	-4.8477	pb_preset
SRR28579936	PACBIO_SMRT	5231883	6549363	6021496	25.1818	15.0923	pb_preset
SRR28580118	OXFORD_NANOPORE	5094661	5290434	5290434	3.8427	3.8427	norm
SRR28580445	PACBIO_SMRT	6727739	6421222	6482894	-4.5560	-3.6393	pb_preset
SRR28595544	PACBIO_SMRT	3159857	3001038	2987852	-5.0261	-5.4434	pb_preset
SRR28607550	OXFORD_NANOPORE	4772170	4804738	4777454	0.6825	0.1107	norm
SRR28623331	OXFORD_NANOPORE	4828209	3183260	4805642	-34.0695	-0.4674	norm
SRR28624413	OXFORD_NANOPORE	4826145	4744175	4744175	-1.6985	-1.6985	norm
SRR28638968	OXFORD_NANOPORE	4826121	4619760	4619760	-4.2759	-4.2759	norm
SRR28639069	OXFORD_NANOPORE	4826121	4697422	4697422	-2.6667	-2.6667	norm
SRR28679068	PACBIO_SMRT	5286002	5076630	5127313	-3.9609	-3.0021	pb_preset
SRR28720844	PACBIO_SMRT	3930924	5235243	4841592	33.1810	23.1668	pb_preset
SRR28730575	PACBIO_SMRT	4639068	5821550	5353688	25.4896	15.4044	pb_preset
SRR28740023	OXFORD_NANOPORE	3366678	3373776	3373776	0.2108	0.2108	norm
SRR28741285	OXFORD_NANOPORE	3270438	3296594	3296594	0.7998	0.7998	norm
SRR28748141	OXFORD_NANOPORE	8481333	8887148	8887148	4.7848	4.7848	norm
SRR28748143	OXFORD_NANOPORE	5374642	5608384	5608384	4.3490	4.3490	norm
SRR28779488	PACBIO_SMRT	5712762	6755562	6299550	18.2539	10.2715	pb_preset
SRR28781548	PACBIO_SMRT	2206681	2453149	2344950	11.1692	6.2659	pb_preset
SRR28781557	PACBIO_SMRT	2095224	2307444	2220272	10.1287	5.9682	pb_preset
SRR28781560	PACBIO_SMRT	2185927	2481231	2370205	13.5093	8.4302	pb_preset
SRR28785304	PACBIO_SMRT	9114050	7815160	8115533	-14.2515	-10.9558	pb_preset
SRR28800578	OXFORD_NANOPORE	5891468	5073596	5073596	-13.8823	-13.8823	norm
SRR28800581	OXFORD_NANOPORE	5574726	5117050	5096971	-8.2098	-8.5700	norm
SRR28811860	OXFORD_NANOPORE	3400965	3734687	3734687	9.8126	9.8126	norm
SRR28811872	OXFORD_NANOPORE	3359777	3530114	3530114	5.0699	5.0699	norm
SRR28811875	OXFORD_NANOPORE	3332865	3744828	3744828	12.3606	12.3606	norm
SRR28875596	PACBIO_SMRT	3853966	3713970	3726206	-3.6325	-3.3150	pb_preset
SRR28926170	OXFORD_NANOPORE	3908574	3818937	3818937	-2.2933	-2.2933	norm
SRR28974803	OXFORD_NANOPORE	5290610	5300232	5300232	0.1819	0.1819	norm
SRR29006306	OXFORD_NANOPORE	6259455	6345566	6329338	1.3757	1.1164	norm
SRR29012380	OXFORD_NANOPORE	4112033	4513768	4402906	9.7697	7.0737	norm
SRR29024534	OXFORD_NANOPORE	4332588	4317347	4317347	-0.3518	-0.3518	norm
SRR29081115	OXFORD_NANOPORE	4445477	6142392	6142392	38.1717	38.1717	norm
SRR29081119	OXFORD_NANOPORE	4445673	6124765	6124765	37.7691	37.7691	norm
SRR29090061	OXFORD_NANOPORE	7078966	6834354	6834354	-3.4555	-3.4555	norm
SRR29090066	OXFORD_NANOPORE	5225065	5117418	5117418	-2.0602	-2.0602	norm
SRR29099095	OXFORD_NANOPORE	4026995	3898164	3898164	-3.1992	-3.1992	norm
SRR29099096	OXFORD_NANOPORE	4026412	3941628	3941628	-2.1057	-2.1057	norm
SRR29099101	OXFORD_NANOPORE	4002559	3792194	3792194	-5.2558	-5.2558	norm
SRR29099102	OXFORD_NANOPORE	3996574	3804763	3804763	-4.7994	-4.7994	norm
SRR29099103	OXFORD_NANOPORE	3992193	3892207	3892207	-2.5045	-2.5045	norm
SRR29131298	PACBIO_SMRT	4224675	5123190	4781206	21.2683	13.1733	pb_preset
SRR29131303	PACBIO_SMRT	6274003	8128625	7371210	29.5604	17.4881	pb_preset
SRR29131306	PACBIO_SMRT	6275199	8023438	7314543	27.8595	16.5627	pb_preset
SRR29131317	PACBIO_SMRT	6275453	8637607	7847325	37.6412	25.0479	pb_preset
SRR29131322	PACBIO_SMRT	4227051	7651416	6814018	81.0107	61.2003	pb_preset
SRR29190359	OXFORD_NANOPORE	4733117	4767400	4789150	0.7243	1.1838	norm
SRR29203347	OXFORD_NANOPORE	2848613	2834240	2834240	-0.5046	-0.5046	norm
SRR2924715	PACBIO_SMRT	4639914	6581050	5681062	41.8356	22.4390	pb_preset
SRR29248331	OXFORD_NANOPORE	5475811	5209848	5209848	-4.8571	-4.8571	norm
SRR2925029	PACBIO_SMRT	4089027	6382525	5227876	56.0891	27.8513	pb_preset
SRR29307546	OXFORD_NANOPORE	4461099	4312231	4312231	-3.3370	-3.3370	norm
SRR29314677	OXFORD_NANOPORE	3623697	3828946	3828946	5.6641	5.6641	norm
SRR29321010	OXFORD_NANOPORE	3191899	6221226	6221226	94.9067	94.9067	norm
SRR29360624	PACBIO_SMRT	3265637	3791736	3538431	16.1101	8.3535	pb_preset
SRR29360690	OXFORD_NANOPORE	2673297	2983144	2983144	11.5904	11.5904	norm
SRR29457729	OXFORD_NANOPORE	4434229	4669084	4669084	5.2964	5.2964	norm
SRR29500127	PACBIO_SMRT	2265305	2188311	2195244	-3.3988	-3.0928	pb_preset
SRR29504274	PACBIO_SMRT	2265305	2130902	2136408	-5.9331	-5.6901	pb_preset
SRR29506353	PACBIO_SMRT	2291622	2247666	2246690	-1.9181	-1.9607	pb_preset
SRR29516537	OXFORD_NANOPORE	6445396	6108324	6108324	-5.2297	-5.2297	norm
SRR29516540	OXFORD_NANOPORE	6397839	6104539	6104539	-4.5844	-4.5844	norm
SRR29516548	OXFORD_NANOPORE	6365678	6271494	6271494	-1.4796	-1.4796	norm
SRR29516549	OXFORD_NANOPORE	6119233	5755470	5643131	-5.9446	-7.7804	norm
SRR29525484	PACBIO_SMRT	2282939	2277292	2277416	-0.2474	-0.2419	pb_preset
SRR29533363	PACBIO_SMRT	2289796	2271988	2272384	-0.7777	-0.7604	pb_preset
SRR29553744	PACBIO_SMRT	2216970	2231892	2232012	0.6731	0.6785	pb_preset
SRR29553879	PACBIO_SMRT	2295778	2246986	2246138	-2.1253	-2.1622	pb_preset
SRR29606854	PACBIO_SMRT	3350345	3006802	3015452	-10.2540	-9.9958	pb_preset
SRR29632262	PACBIO_SMRT	2251573	2213682	2213786	-1.6829	-1.6782	pb_preset
SRR29635771	PACBIO_SMRT	2297675	2256176	2256363	-1.8061	-1.7980	pb_preset
SRR29644585	PACBIO_SMRT	7215835	6145190	6257583	-14.8374	-13.2798	pb_preset
SRR29650136	PACBIO_SMRT	2425487	2405660	2415792	-0.8174	-0.3997	pb_preset
SRR29675657	OXFORD_NANOPORE	2878122	3196202	3196202	11.0517	11.0517	norm
SRR29675658	OXFORD_NANOPORE	2883827	3120086	3120086	8.1926	8.1926	norm
SRR29675659	OXFORD_NANOPORE	2879544	3239276	3239276	12.4927	12.4927	norm
SRR29676179	PACBIO_SMRT	2434017	2418241	2426202	-0.6481	-0.3211	pb_preset
SRR29686943	PACBIO_SMRT	2482095	2362488	2373530	-4.8188	-4.3739	pb_preset
SRR29687153	PACBIO_SMRT	2430581	2341562	2346065	-3.6625	-3.4772	pb_preset
SRR29688496	PACBIO_SMRT	2486799	2428674	2435652	-2.3373	-2.0567	pb_preset
SRR29688497	PACBIO_SMRT	2427823	2365848	2376714	-2.5527	-2.1051	pb_preset
SRR29688498	PACBIO_SMRT	2458744	2231362	2246494	-9.2479	-8.6325	pb_preset
SRR29688558	PACBIO_SMRT	2374838	2235552	2235214	-5.8651	-5.8793	pb_preset
SRR29688559	PACBIO_SMRT	2348918	2261846	2263016	-3.7069	-3.6571	pb_preset
SRR29688560	PACBIO_SMRT	2403676	2204503	2214636	-8.2862	-7.8646	pb_preset
SRR29688561	PACBIO_SMRT	2364007	2262960	2267768	-4.2744	-4.0710	pb_preset
SRR29688562	PACBIO_SMRT	2495200	2411713	2416960	-3.3459	-3.1356	pb_preset
SRR29688624	PACBIO_SMRT	2473468	2407708	2418371	-2.6586	-2.2275	pb_preset
SRR29707290	OXFORD_NANOPORE	5912259	6438900	6488971	8.9076	9.7545	norm
SRR29726873	OXFORD_NANOPORE	4756536	4909328	4909328	3.2123	3.2123	norm
SRR29726874	OXFORD_NANOPORE	4776070	4761760	4761760	-0.2996	-0.2996	norm
SRR29726875	OXFORD_NANOPORE	5058847	4972618	4972618	-1.7045	-1.7045	norm
SRR29726883	OXFORD_NANOPORE	4963005	4896154	4896154	-1.3470	-1.3470	norm
SRR29726885	OXFORD_NANOPORE	4799808	4687635	4684678	-2.3370	-2.3986	norm
SRR29726886	OXFORD_NANOPORE	4742157	4688644	4708491	-1.1285	-0.7099	norm
SRR29726889	OXFORD_NANOPORE	4774335	4722845	4751687	-1.0785	-0.4744	norm
SRR29726894	OXFORD_NANOPORE	4674538	4582514	4642244	-1.9686	-0.6908	norm
SRR29726897	OXFORD_NANOPORE	4737245	4550890	4550890	-3.9338	-3.9338	norm
SRR29744428	OXFORD_NANOPORE	2339215	2441481	2635244	4.3718	12.6551	norm
SRR29761484	OXFORD_NANOPORE	3357622	3690131	3690131	9.9031	9.9031	norm
SRR29761485	OXFORD_NANOPORE	3390740	3679313	3679313	8.5106	8.5106	norm
SRR29788353	OXFORD_NANOPORE	2773562	2776911	2776911	0.1207	0.1207	norm
SRR29821702	OXFORD_NANOPORE	4649352	5883648	5883648	26.5477	26.5477	norm
SRR29831488	OXFORD_NANOPORE	3896973	3841904	3834265	-1.4131	-1.6091	norm
SRR29831490	OXFORD_NANOPORE	4778649	4756468	4756468	-0.4642	-0.4642	norm
SRR29831492	OXFORD_NANOPORE	3833975	3841911	3814000	0.2070	-0.5210	norm
SRR29831493	OXFORD_NANOPORE	5283909	5119683	5119683	-3.1080	-3.1080	norm
SRR29859744	OXFORD_NANOPORE	4849319	4909025	4909025	1.2312	1.2312	norm
SRR29859747	OXFORD_NANOPORE	4924798	5201112	5201112	5.6107	5.6107	norm
SRR29859748	OXFORD_NANOPORE	4994650	5274940	5274940	5.6118	5.6118	norm
SRR29859760	OXFORD_NANOPORE	4887257	5069996	5069996	3.7391	3.7391	norm
SRR29882844	OXFORD_NANOPORE	4911077	4842992	4842992	-1.3864	-1.3864	norm
SRR29882849	OXFORD_NANOPORE	6215402	6001702	6001702	-3.4382	-3.4382	norm
SRR29882858	OXFORD_NANOPORE	6925468	6504602	6504602	-6.0771	-6.0771	norm
SRR29911121	OXFORD_NANOPORE	7456045	7298911	7298911	-2.1075	-2.1075	norm
SRR29931579	OXFORD_NANOPORE	3053755	2990765	2990765	-2.0627	-2.0627	norm
SRR29944176	PACBIO_SMRT	4796457	6310723	5755556	31.5705	19.9960	pb_preset
SRR30016546	OXFORD_NANOPORE	5121263	5902747	5902747	15.2596	15.2596	norm
SRR30016866	OXFORD_NANOPORE	5226816	5333952	5333952	2.0497	2.0497	norm
SRR30037587	OXFORD_NANOPORE	5128352	6068680	6414624	18.3359	25.0816	norm
SRR30037662	OXFORD_NANOPORE	5058119	5167375	5167375	2.1600	2.1600	norm
SRR30037663	OXFORD_NANOPORE	5055457	5239434	5239434	3.6392	3.6392	norm
SRR30037664	OXFORD_NANOPORE	4963467	5187412	5187412	4.5119	4.5119	norm
SRR30037665	OXFORD_NANOPORE	4984018	5022587	5022587	0.7739	0.7739	norm
SRR30037790	OXFORD_NANOPORE	4919079	6097371	6097371	23.9535	23.9535	norm
SRR30037791	OXFORD_NANOPORE	4874443	5658624	5658624	16.0876	16.0876	norm
SRR30037810	OXFORD_NANOPORE	5338260	5507644	5507644	3.1730	3.1730	norm
SRR30037949	OXFORD_NANOPORE	4994144	5281068	5281068	5.7452	5.7452	norm
SRR30037950	OXFORD_NANOPORE	5147669	5156051	5156051	0.1628	0.1628	norm
SRR30040119	OXFORD_NANOPORE	5066983	5085320	5085320	0.3619	0.3619	norm
SRR30040122	OXFORD_NANOPORE	5097754	5126296	5126296	0.5599	0.5599	norm
SRR30040123	OXFORD_NANOPORE	4723121	4622050	4622050	-2.1399	-2.1399	norm
SRR30040124	OXFORD_NANOPORE	5294628	5252688	5252688	-0.7921	-0.7921	norm
SRR30040126	OXFORD_NANOPORE	5300433	5409360	5409360	2.0551	2.0551	norm
SRR30040127	OXFORD_NANOPORE	5300433	5312574	5312574	0.2291	0.2291	norm
SRR30040129	OXFORD_NANOPORE	5180219	5227360	5227360	0.9100	0.9100	norm
SRR30040130	OXFORD_NANOPORE	5137406	5069994	5069994	-1.3122	-1.3122	norm
SRR30040131	OXFORD_NANOPORE	5203950	5321378	5321378	2.2565	2.2565	norm
SRR30040132	OXFORD_NANOPORE	5151289	5335510	5335510	3.5762	3.5762	norm
SRR30040133	OXFORD_NANOPORE	4909649	5043006	5043006	2.7162	2.7162	norm
SRR30040135	OXFORD_NANOPORE	5139480	5166249	5166249	0.5209	0.5209	norm
SRR30040136	OXFORD_NANOPORE	5140111	5261481	5261481	2.3612	2.3612	norm
SRR30040142	OXFORD_NANOPORE	4878572	5130382	5130382	5.1616	5.1616	norm
SRR30040143	OXFORD_NANOPORE	4855809	4926303	4926303	1.4517	1.4517	norm
SRR30040144	OXFORD_NANOPORE	4863901	5041998	5041998	3.6616	3.6616	norm
SRR30040145	OXFORD_NANOPORE	4917739	5091412	5091412	3.5316	3.5316	norm
SRR30041326	OXFORD_NANOPORE	5233534	5295094	5295094	1.1763	1.1763	norm
SRR30041329	OXFORD_NANOPORE	5037527	5247499	5247499	4.1682	4.1682	norm
SRR30049752	PACBIO_SMRT	3872269	5728026	5125626	47.9243	32.3675	pb_preset
SRR30049938	PACBIO_SMRT	10410654	15367762	13842928	47.6157	32.9689	pb_preset
SRR30076315	PACBIO_SMRT	8753169	10809382	10007689	23.4911	14.3322	pb_preset
SRR30076316	PACBIO_SMRT	7998085	14517988	12581277	81.5183	57.3036	pb_preset
SRR30077469	PACBIO_SMRT	5074034	5677312	5314597	11.8895	4.7411	pb_preset
SRR30082401	PACBIO_SMRT	6119030	10643861	9193425	73.9469	50.2432	pb_preset
SRR30087447	PACBIO_SMRT	7738336	8427498	7813371	8.9058	0.9697	pb_preset
SRR30110356	OXFORD_NANOPORE	3059566	3101744	3101744	1.3786	1.3786	norm
SRR30128336	PACBIO_SMRT	5830992	5091330	5240006	-12.6850	-10.1353	pb_preset
SRR30162148	PACBIO_SMRT	9426838	7731784	8013475	-17.9812	-14.9930	pb_preset
SRR30162149	PACBIO_SMRT	11093179	1278196	4368370	-88.4776	-60.6211	pb_preset
SRR30167947	OXFORD_NANOPORE	9704287	10974112	10974112	13.0852	13.0852	norm
SRR30183520	OXFORD_NANOPORE	5833127	5874556	5874556	0.7102	0.7102	norm
SRR3019206	PACBIO_SMRT	4194523	7128728	5675353	69.9532	35.3039	pb_preset
SRR30211838	PACBIO_SMRT	8004949	11215082	10215844	40.1019	27.6191	pb_preset
SRR30223606	PACBIO_SMRT	7079060	6659134	6803265	-5.9319	-3.8959	pb_preset
SRR30238144	PACBIO_SMRT	6362976	5888945	5939305	-7.4498	-6.6584	pb_preset
SRR30238161	PACBIO_SMRT	9919656	7993188	8310648	-19.4207	-16.2204	pb_preset
SRR30255941	PACBIO_SMRT	7086255	11063722	9707568	56.1293	36.9915	pb_preset
SRR30275311	PACBIO_SMRT	8104678	11136600	9997709	37.4095	23.3573	pb_preset
SRR30284786	OXFORD_NANOPORE	5006047	4709541	4723861	-5.9230	-5.6369	norm
SRR3028939	PACBIO_SMRT	4084533	7166779	5766543	75.4614	41.1800	pb_preset
SRR30291089	OXFORD_NANOPORE	6292437	6703654	6703654	6.5351	6.5351	norm
SRR30291090	OXFORD_NANOPORE	6101021	6700456	6700456	9.8252	9.8252	norm
SRR30291092	OXFORD_NANOPORE	3891623	4063051	4063051	4.4051	4.4051	norm
SRR30293562	OXFORD_NANOPORE	5137109	5465404	5465404	6.3907	6.3907	norm
SRR30293568	OXFORD_NANOPORE	5349194	5712416	5712416	6.7902	6.7902	norm
SRR30293569	OXFORD_NANOPORE	5155540	5381786	5381786	4.3884	4.3884	norm
SRR30293580	OXFORD_NANOPORE	5393983	5419590	5454342	0.4747	1.1190	norm
SRR30293594	OXFORD_NANOPORE	5031220	5070112	5070112	0.7730	0.7730	norm
SRR30293595	OXFORD_NANOPORE	4863839	4974456	4974456	2.2743	2.2743	norm
SRR30293600	OXFORD_NANOPORE	4782611	4840292	4840292	1.2061	1.2061	norm
SRR30293610	OXFORD_NANOPORE	4896868	5146974	5146974	5.1075	5.1075	norm
SRR30293611	OXFORD_NANOPORE	5182574	5442842	5291808	5.0220	2.1077	norm
SRR30295439	OXFORD_NANOPORE	4747121	4721734	4721734	-0.5348	-0.5348	norm
SRR30295613	OXFORD_NANOPORE	5126824	5349415	5391125	4.3417	5.1553	norm
SRR30295657	OXFORD_NANOPORE	4919644	5272140	5272140	7.1651	7.1651	norm
SRR30357352	OXFORD_NANOPORE	3954841	3904681	3904681	-1.2683	-1.2683	norm
SRR30357565	PACBIO_SMRT	2791411	663578	426777	-76.2279	-84.7111	pb_preset
SRR30357566	PACBIO_SMRT	2834287	1109468	647872	-60.8555	-77.1416	pb_preset
SRR30357567	PACBIO_SMRT	2897507	708723	452430	-75.5402	-84.3855	pb_preset
SRR30357568	PACBIO_SMRT	2759957	582204	624647	-78.9053	-77.3675	pb_preset
SRR3038646	PACBIO_SMRT	3914565	6658546	5312791	70.0967	35.7186	pb_preset
SRR3038655	PACBIO_SMRT	4159640	6517322	5504560	56.6800	32.3326	pb_preset
SRR3038659	PACBIO_SMRT	3945134	5674500	4856743	43.8354	23.1072	pb_preset
SRR30397318	PACBIO_SMRT	3366048	2896722	2904298	-13.9429	-13.7179	pb_preset
SRR30573099	PACBIO_SMRT	3586765	3545376	3553826	-1.1539	-0.9183	pb_preset
SRR30599898	PACBIO_SMRT	6347129	11125188	9962691	75.2791	56.9637	pb_preset
SRR30602136	OXFORD_NANOPORE	5447794	5590520	5590520	2.6199	2.6199	norm
SRR30602156	OXFORD_NANOPORE	6923737	6876898	6876898	-0.6765	-0.6765	norm
